Record number,status,Jump,Cycle,Steps,Current(A),Capacity(Ah),Voltage(V),Relative Time(h:min:s.ms),Real Time(h:min:s.ms)
1818,CCCV Chg,4,1,4,0.00014980,0.00048809,0.1128,3:15:30.000,2021-07-23 06:15:11
1819,CCCV Chg,4,1,4,0.00014980,0.00048933,0.1128,3:16:00.000,2021-07-23 06:15:41
1820,CCCV Chg,4,1,4,0.00014980,0.00049058,0.1128,3:16:30.000,2021-07-23 06:16:11
1821,CCCV Chg,4,1,4,0.00014980,0.00049183,0.1134,3:17:00.000,2021-07-23 06:16:41
1822,CCCV Chg,4,1,4,0.00014980,0.00049308,0.1134,3:17:30.000,2021-07-23 06:17:11
1823,CCCV Chg,4,1,4,0.00014973,0.00049433,0.1134,3:18:00.000,2021-07-23 06:17:41
1824,CCCV Chg,4,1,4,0.00014980,0.00049557,0.1137,3:18:30.000,2021-07-23 06:18:11
1825,CCCV Chg,4,1,4,0.00014980,0.00049682,0.1140,3:19:00.000,2021-07-23 06:18:41
1826,CCCV Chg,4,1,4,0.00014980,0.00049807,0.1140,3:19:30.000,2021-07-23 06:19:11
1827,CCCV Chg,4,1,4,0.00014980,0.00049932,0.1143,3:20:00.000,2021-07-23 06:19:41
1828,CCCV Chg,4,1,4,0.00014980,0.00050057,0.1143,3:20:30.000,2021-07-23 06:20:11
1829,CCCV Chg,4,1,4,0.00014980,0.00050182,0.1143,3:21:00.000,2021-07-23 06:20:41
1830,CCCV Chg,4,1,4,0.00014980,0.00050306,0.1150,3:21:30.000,2021-07-23 06:21:11
1831,CCCV Chg,4,1,4,0.00014980,0.00050431,0.1153,3:22:00.000,2021-07-23 06:21:41
1832,CCCV Chg,4,1,4,0.00014980,0.00050556,0.1156,3:22:30.000,2021-07-23 06:22:11
1833,CCCV Chg,4,1,4,0.00014980,0.00050681,0.1156,3:23:00.000,2021-07-23 06:22:41
1834,CCCV Chg,4,1,4,0.00014980,0.00050806,0.1156,3:23:30.000,2021-07-23 06:23:11
1835,CCCV Chg,4,1,4,0.00014980,0.00050931,0.1159,3:24:00.000,2021-07-23 06:23:41
1836,CCCV Chg,4,1,4,0.00014980,0.00051055,0.1159,3:24:30.000,2021-07-23 06:24:11
1837,CCCV Chg,4,1,4,0.00014980,0.00051180,0.1162,3:25:00.000,2021-07-23 06:24:41
1838,CCCV Chg,4,1,4,0.00014980,0.00051305,0.1165,3:25:30.000,2021-07-23 06:25:11
1839,CCCV Chg,4,1,4,0.00014980,0.00051430,0.1168,3:26:00.000,2021-07-23 06:25:41
1840,CCCV Chg,4,1,4,0.00014980,0.00051555,0.1168,3:26:30.000,2021-07-23 06:26:11
1841,CCCV Chg,4,1,4,0.00014980,0.00051680,0.1168,3:27:00.000,2021-07-23 06:26:41
1842,CCCV Chg,4,1,4,0.00014980,0.00051804,0.1174,3:27:30.000,2021-07-23 06:27:11
1843,CCCV Chg,4,1,4,0.00014980,0.00051929,0.1174,3:28:00.000,2021-07-23 06:27:41
1844,CCCV Chg,4,1,4,0.00014980,0.00052054,0.1178,3:28:30.000,2021-07-23 06:28:11
1845,CCCV Chg,4,1,4,0.00014980,0.00052179,0.1178,3:29:00.000,2021-07-23 06:28:41
1846,CCCV Chg,4,1,4,0.00014980,0.00052304,0.1178,3:29:30.000,2021-07-23 06:29:11
1847,CCCV Chg,4,1,4,0.00014980,0.00052429,0.1181,3:30:00.000,2021-07-23 06:29:41
1848,CCCV Chg,4,1,4,0.00014980,0.00052553,0.1184,3:30:30.000,2021-07-23 06:30:11
1849,CCCV Chg,4,1,4,0.00014980,0.00052678,0.1187,3:31:00.000,2021-07-23 06:30:41
1850,CCCV Chg,4,1,4,0.00014980,0.00052803,0.1187,3:31:30.000,2021-07-23 06:31:11
1851,CCCV Chg,4,1,4,0.00014980,0.00052928,0.1190,3:32:00.000,2021-07-23 06:31:41
1852,CCCV Chg,4,1,4,0.00014980,0.00053053,0.1193,3:32:30.000,2021-07-23 06:32:11
1853,CCCV Chg,4,1,4,0.00014973,0.00053178,0.1193,3:33:00.000,2021-07-23 06:32:41
1854,CCCV Chg,4,1,4,0.00014980,0.00053302,0.1199,3:33:30.000,2021-07-23 06:33:11
1855,CCCV Chg,4,1,4,0.00014980,0.00053427,0.1199,3:34:00.000,2021-07-23 06:33:41
1856,CCCV Chg,4,1,4,0.00014980,0.00053552,0.1202,3:34:30.000,2021-07-23 06:34:11
1857,CCCV Chg,4,1,4,0.00014980,0.00053677,0.1202,3:35:00.000,2021-07-23 06:34:41
1858,CCCV Chg,4,1,4,0.00014980,0.00053802,0.1205,3:35:30.000,2021-07-23 06:35:11
1859,CCCV Chg,4,1,4,0.00014980,0.00053927,0.1209,3:36:00.000,2021-07-23 06:35:41
1860,CCCV Chg,4,1,4,0.00014980,0.00054051,0.1212,3:36:30.000,2021-07-23 06:36:11
1861,CCCV Chg,4,1,4,0.00014973,0.00054176,0.1212,3:37:00.000,2021-07-23 06:36:41
1862,CCCV Chg,4,1,4,0.00014980,0.00054301,0.1215,3:37:30.000,2021-07-23 06:37:11
1863,CCCV Chg,4,1,4,0.00014980,0.00054426,0.1218,3:38:00.000,2021-07-23 06:37:41
1864,CCCV Chg,4,1,4,0.00014980,0.00054551,0.1218,3:38:30.000,2021-07-23 06:38:11
1865,CCCV Chg,4,1,4,0.00014980,0.00054675,0.1218,3:39:00.000,2021-07-23 06:38:41
1866,CCCV Chg,4,1,4,0.00014980,0.00054800,0.1224,3:39:30.000,2021-07-23 06:39:11
1867,CCCV Chg,4,1,4,0.00014980,0.00054925,0.1224,3:40:00.000,2021-07-23 06:39:41
1868,CCCV Chg,4,1,4,0.00014980,0.00055050,0.1230,3:40:30.000,2021-07-23 06:40:11
1869,CCCV Chg,4,1,4,0.00014980,0.00055175,0.1233,3:41:00.000,2021-07-23 06:40:41
1870,CCCV Chg,4,1,4,0.00014973,0.00055300,0.1236,3:41:30.000,2021-07-23 06:41:11
1871,CCCV Chg,4,1,4,0.00014980,0.00055424,0.1236,3:42:00.000,2021-07-23 06:41:41
1872,CCCV Chg,4,1,4,0.00014980,0.00055549,0.1240,3:42:30.000,2021-07-23 06:42:11
1873,CCCV Chg,4,1,4,0.00014980,0.00055674,0.1240,3:43:00.000,2021-07-23 06:42:41
1874,CCCV Chg,4,1,4,0.00014980,0.00055799,0.1243,3:43:30.000,2021-07-23 06:43:11
1875,CCCV Chg,4,1,4,0.00014980,0.00055924,0.1246,3:44:00.000,2021-07-23 06:43:41
1876,CCCV Chg,4,1,4,0.00014980,0.00056049,0.1249,3:44:30.000,2021-07-23 06:44:11
1877,CCCV Chg,4,1,4,0.00014980,0.00056173,0.1249,3:45:00.000,2021-07-23 06:44:41
1878,CCCV Chg,4,1,4,0.00014980,0.00056298,0.1252,3:45:30.000,2021-07-23 06:45:11
1879,CCCV Chg,4,1,4,0.00014973,0.00056423,0.1255,3:46:00.000,2021-07-23 06:45:41
1880,CCCV Chg,4,1,4,0.00014980,0.00056548,0.1258,3:46:30.000,2021-07-23 06:46:11
1881,CCCV Chg,4,1,4,0.00014980,0.00056673,0.1258,3:47:00.000,2021-07-23 06:46:41
1882,CCCV Chg,4,1,4,0.00014980,0.00056798,0.1261,3:47:30.000,2021-07-23 06:47:11
1883,CCCV Chg,4,1,4,0.00014980,0.00056922,0.1261,3:48:00.000,2021-07-23 06:47:41
1884,CCCV Chg,4,1,4,0.00014980,0.00057047,0.1264,3:48:30.000,2021-07-23 06:48:11
1885,CCCV Chg,4,1,4,0.00014980,0.00057172,0.1267,3:49:00.000,2021-07-23 06:48:41
1886,CCCV Chg,4,1,4,0.00014980,0.00057297,0.1267,3:49:30.000,2021-07-23 06:49:11
1887,CCCV Chg,4,1,4,0.00014980,0.00057422,0.1271,3:50:00.000,2021-07-23 06:49:41
1888,CCCV Chg,4,1,4,0.00014980,0.00057546,0.1274,3:50:30.000,2021-07-23 06:50:11
1889,CCCV Chg,4,1,4,0.00014980,0.00057671,0.1274,3:51:00.000,2021-07-23 06:50:41
1890,CCCV Chg,4,1,4,0.00014980,0.00057796,0.1277,3:51:30.000,2021-07-23 06:51:11
1891,CCCV Chg,4,1,4,0.00014980,0.00057921,0.1280,3:52:00.000,2021-07-23 06:51:41
1892,CCCV Chg,4,1,4,0.00014980,0.00058046,0.1280,3:52:30.000,2021-07-23 06:52:11
1893,CCCV Chg,4,1,4,0.00014980,0.00058171,0.1280,3:53:00.000,2021-07-23 06:52:41
1894,CCCV Chg,4,1,4,0.00014973,0.00058295,0.1283,3:53:30.000,2021-07-23 06:53:11
1895,CCCV Chg,4,1,4,0.00014980,0.00058420,0.1286,3:54:00.000,2021-07-23 06:53:41
1896,CCCV Chg,4,1,4,0.00014980,0.00058545,0.1286,3:54:30.000,2021-07-23 06:54:11
1897,CCCV Chg,4,1,4,0.00014973,0.00058670,0.1289,3:55:00.000,2021-07-23 06:54:41
1898,CCCV Chg,4,1,4,0.00014973,0.00058795,0.1289,3:55:30.000,2021-07-23 06:55:11
1899,CCCV Chg,4,1,4,0.00014980,0.00058920,0.1292,3:56:00.000,2021-07-23 06:55:41
1900,CCCV Chg,4,1,4,0.00014980,0.00059044,0.1292,3:56:30.000,2021-07-23 06:56:11
1901,CCCV Chg,4,1,4,0.00014980,0.00059169,0.1295,3:57:00.000,2021-07-23 06:56:41
1902,CCCV Chg,4,1,4,0.00014980,0.00059294,0.1295,3:57:30.000,2021-07-23 06:57:11
1903,CCCV Chg,4,1,4,0.00014980,0.00059419,0.1298,3:58:00.000,2021-07-23 06:57:41
1904,CCCV Chg,4,1,4,0.00014980,0.00059544,0.1298,3:58:30.000,2021-07-23 06:58:11
1905,CCCV Chg,4,1,4,0.00014980,0.00059669,0.1302,3:59:00.000,2021-07-23 06:58:41
1906,CCCV Chg,4,1,4,0.00014980,0.00059793,0.1302,3:59:30.000,2021-07-23 06:59:11
1907,CCCV Chg,4,1,4,0.00014980,0.00059918,0.1308,4:00:00.000,2021-07-23 06:59:41
1908,CCCV Chg,4,1,4,0.00014980,0.00060043,0.1308,4:00:30.000,2021-07-23 07:00:11
1909,CCCV Chg,4,1,4,0.00014980,0.00060168,0.1311,4:01:00.000,2021-07-23 07:00:41
1910,CCCV Chg,4,1,4,0.00014973,0.00060293,0.1311,4:01:30.000,2021-07-23 07:01:11
1911,CCCV Chg,4,1,4,0.00014980,0.00060417,0.1311,4:02:00.000,2021-07-23 07:01:41
1912,CCCV Chg,4,1,4,0.00014980,0.00060542,0.1314,4:02:30.000,2021-07-23 07:02:11
1913,CCCV Chg,4,1,4,0.00014980,0.00060667,0.1314,4:03:00.000,2021-07-23 07:02:41
1914,CCCV Chg,4,1,4,0.00014980,0.00060792,0.1314,4:03:30.000,2021-07-23 07:03:11
1915,CCCV Chg,4,1,4,0.00014980,0.00060917,0.1317,4:04:00.000,2021-07-23 07:03:41
1916,CCCV Chg,4,1,4,0.00014980,0.00061042,0.1317,4:04:30.000,2021-07-23 07:04:11
1917,CCCV Chg,4,1,4,0.00014980,0.00061166,0.1320,4:05:00.000,2021-07-23 07:04:41
1918,CCCV Chg,4,1,4,0.00014980,0.00061291,0.1320,4:05:30.000,2021-07-23 07:05:11
1919,CCCV Chg,4,1,4,0.00014980,0.00061416,0.1320,4:06:00.000,2021-07-23 07:05:41
1920,CCCV Chg,4,1,4,0.00014980,0.00061541,0.1323,4:06:30.000,2021-07-23 07:06:11
1921,CCCV Chg,4,1,4,0.00014980,0.00061666,0.1323,4:07:00.000,2021-07-23 07:06:41
1922,CCCV Chg,4,1,4,0.00014980,0.00061791,0.1326,4:07:30.000,2021-07-23 07:07:11
1923,CCCV Chg,4,1,4,0.00014980,0.00061915,0.1326,4:08:00.000,2021-07-23 07:07:41
1924,CCCV Chg,4,1,4,0.00014973,0.00062040,0.1326,4:08:30.000,2021-07-23 07:08:11
1925,CCCV Chg,4,1,4,0.00014980,0.00062165,0.1329,4:09:00.000,2021-07-23 07:08:41
1926,CCCV Chg,4,1,4,0.00014980,0.00062290,0.1329,4:09:30.000,2021-07-23 07:09:11
1927,CCCV Chg,4,1,4,0.00014980,0.00062415,0.1329,4:10:00.000,2021-07-23 07:09:41
1928,CCCV Chg,4,1,4,0.00014980,0.00062539,0.1329,4:10:30.000,2021-07-23 07:10:11
1929,CCCV Chg,4,1,4,0.00014973,0.00062664,0.1333,4:11:00.000,2021-07-23 07:10:41
1930,CCCV Chg,4,1,4,0.00014980,0.00062789,0.1333,4:11:30.000,2021-07-23 07:11:11
1931,CCCV Chg,4,1,4,0.00014980,0.00062914,0.1333,4:12:00.000,2021-07-23 07:11:41
1932,CCCV Chg,4,1,4,0.00014980,0.00063039,0.1336,4:12:30.000,2021-07-23 07:12:11
1933,CCCV Chg,4,1,4,0.00014980,0.00063164,0.1336,4:13:00.000,2021-07-23 07:12:41
1934,CCCV Chg,4,1,4,0.00014980,0.00063288,0.1336,4:13:30.000,2021-07-23 07:13:11
1935,CCCV Chg,4,1,4,0.00014980,0.00063413,0.1339,4:14:00.000,2021-07-23 07:13:41
1936,CCCV Chg,4,1,4,0.00014973,0.00063538,0.1342,4:14:30.000,2021-07-23 07:14:11
1937,CCCV Chg,4,1,4,0.00014980,0.00063663,0.1339,4:15:00.000,2021-07-23 07:14:41
1938,CCCV Chg,4,1,4,0.00014980,0.00063788,0.1339,4:15:30.000,2021-07-23 07:15:11
1939,CCCV Chg,4,1,4,0.00014980,0.00063912,0.1342,4:16:00.000,2021-07-23 07:15:41
1940,CCCV Chg,4,1,4,0.00014980,0.00064037,0.1342,4:16:30.000,2021-07-23 07:16:11
1941,CCCV Chg,4,1,4,0.00014980,0.00064162,0.1342,4:17:00.000,2021-07-23 07:16:41
1942,CCCV Chg,4,1,4,0.00014980,0.00064287,0.1342,4:17:30.000,2021-07-23 07:17:11
1943,CCCV Chg,4,1,4,0.00014980,0.00064412,0.1345,4:18:00.000,2021-07-23 07:17:41
1944,CCCV Chg,4,1,4,0.00014980,0.00064537,0.1345,4:18:30.000,2021-07-23 07:18:11
1945,CCCV Chg,4,1,4,0.00014980,0.00064661,0.1345,4:19:00.000,2021-07-23 07:18:41
1946,CCCV Chg,4,1,4,0.00014980,0.00064786,0.1345,4:19:30.000,2021-07-23 07:19:11
1947,CCCV Chg,4,1,4,0.00014980,0.00064911,0.1345,4:20:00.000,2021-07-23 07:19:41
1948,CCCV Chg,4,1,4,0.00014980,0.00065036,0.1348,4:20:30.000,2021-07-23 07:20:11
1949,CCCV Chg,4,1,4,0.00014980,0.00065161,0.1351,4:21:00.000,2021-07-23 07:20:41
1950,CCCV Chg,4,1,4,0.00014980,0.00065286,0.1351,4:21:30.000,2021-07-23 07:21:11
1951,CCCV Chg,4,1,4,0.00014980,0.00065410,0.1348,4:22:00.000,2021-07-23 07:21:41
1952,CCCV Chg,4,1,4,0.00014980,0.00065535,0.1348,4:22:30.000,2021-07-23 07:22:11
1953,CCCV Chg,4,1,4,0.00014973,0.00065660,0.1351,4:23:00.000,2021-07-23 07:22:41
1954,CCCV Chg,4,1,4,0.00014980,0.00065785,0.1351,4:23:30.000,2021-07-23 07:23:11
1955,CCCV Chg,4,1,4,0.00014980,0.00065910,0.1351,4:24:00.000,2021-07-23 07:23:41
1956,CCCV Chg,4,1,4,0.00014973,0.00066034,0.1351,4:24:30.000,2021-07-23 07:24:11
1957,CCCV Chg,4,1,4,0.00014973,0.00066159,0.1354,4:25:00.000,2021-07-23 07:24:41
1958,CCCV Chg,4,1,4,0.00014980,0.00066284,0.1351,4:25:30.000,2021-07-23 07:25:11
1959,CCCV Chg,4,1,4,0.00014980,0.00066409,0.1351,4:26:00.000,2021-07-23 07:25:41
1960,CCCV Chg,4,1,4,0.00014980,0.00066534,0.1354,4:26:30.000,2021-07-23 07:26:11
1961,CCCV Chg,4,1,4,0.00014980,0.00066659,0.1357,4:27:00.000,2021-07-23 07:26:41
1962,CCCV Chg,4,1,4,0.00014980,0.00066783,0.1354,4:27:30.000,2021-07-23 07:27:11
1963,CCCV Chg,4,1,4,0.00014980,0.00066908,0.1357,4:28:00.000,2021-07-23 07:27:41
1964,CCCV Chg,4,1,4,0.00014973,0.00067033,0.1357,4:28:30.000,2021-07-23 07:28:11
1965,CCCV Chg,4,1,4,0.00014980,0.00067158,0.1357,4:29:00.000,2021-07-23 07:28:41
1966,CCCV Chg,4,1,4,0.00014980,0.00067283,0.1357,4:29:30.000,2021-07-23 07:29:11
1967,CCCV Chg,4,1,4,0.00014980,0.00067408,0.1357,4:30:00.000,2021-07-23 07:29:41
1968,CCCV Chg,4,1,4,0.00014980,0.00067532,0.1357,4:30:30.000,2021-07-23 07:30:11
1969,CCCV Chg,4,1,4,0.00014980,0.00067657,0.1357,4:31:00.000,2021-07-23 07:30:41
1970,CCCV Chg,4,1,4,0.00014980,0.00067782,0.1357,4:31:30.000,2021-07-23 07:31:11
1971,CCCV Chg,4,1,4,0.00014973,0.00067907,0.1364,4:32:00.000,2021-07-23 07:31:41
1972,CCCV Chg,4,1,4,0.00014980,0.00068032,0.1360,4:32:30.000,2021-07-23 07:32:11
1973,CCCV Chg,4,1,4,0.00014980,0.00068156,0.1360,4:33:00.000,2021-07-23 07:32:41
1974,CCCV Chg,4,1,4,0.00014980,0.00068281,0.1360,4:33:30.000,2021-07-23 07:33:11
1975,CCCV Chg,4,1,4,0.00014980,0.00068406,0.1364,4:34:00.000,2021-07-23 07:33:41
1976,CCCV Chg,4,1,4,0.00014980,0.00068531,0.1364,4:34:30.000,2021-07-23 07:34:11
1977,CCCV Chg,4,1,4,0.00014980,0.00068656,0.1364,4:35:00.000,2021-07-23 07:34:41
1978,CCCV Chg,4,1,4,0.00014980,0.00068781,0.1364,4:35:30.000,2021-07-23 07:35:11
1979,CCCV Chg,4,1,4,0.00014973,0.00068905,0.1364,4:36:00.000,2021-07-23 07:35:41
1980,CCCV Chg,4,1,4,0.00014980,0.00069030,0.1364,4:36:30.000,2021-07-23 07:36:11
1981,CCCV Chg,4,1,4,0.00014980,0.00069155,0.1364,4:37:00.000,2021-07-23 07:36:41
1982,CCCV Chg,4,1,4,0.00014980,0.00069280,0.1364,4:37:30.000,2021-07-23 07:37:11
1983,CCCV Chg,4,1,4,0.00014980,0.00069405,0.1367,4:38:00.000,2021-07-23 07:37:41
1984,CCCV Chg,4,1,4,0.00014980,0.00069530,0.1364,4:38:30.000,2021-07-23 07:38:11
1985,CCCV Chg,4,1,4,0.00014973,0.00069654,0.1367,4:39:00.000,2021-07-23 07:38:41
1986,CCCV Chg,4,1,4,0.00014973,0.00069779,0.1367,4:39:30.000,2021-07-23 07:39:11
1987,CCCV Chg,4,1,4,0.00014980,0.00069904,0.1367,4:40:00.000,2021-07-23 07:39:41
1988,CCCV Chg,4,1,4,0.00014980,0.00070029,0.1367,4:40:30.000,2021-07-23 07:40:11
1989,CCCV Chg,4,1,4,0.00014980,0.00070154,0.1367,4:41:00.000,2021-07-23 07:40:41
1990,CCCV Chg,4,1,4,0.00014980,0.00070278,0.1367,4:41:30.000,2021-07-23 07:41:11
1991,CCCV Chg,4,1,4,0.00014980,0.00070403,0.1367,4:42:00.000,2021-07-23 07:41:41
1992,CCCV Chg,4,1,4,0.00014980,0.00070528,0.1367,4:42:30.000,2021-07-23 07:42:11
1993,CCCV Chg,4,1,4,0.00014973,0.00070653,0.1370,4:43:00.000,2021-07-23 07:42:41
1994,CCCV Chg,4,1,4,0.00014980,0.00070778,0.1367,4:43:30.000,2021-07-23 07:43:11
1995,CCCV Chg,4,1,4,0.00014973,0.00070903,0.1370,4:44:00.000,2021-07-23 07:43:41
1996,CCCV Chg,4,1,4,0.00014973,0.00071027,0.1370,4:44:30.000,2021-07-23 07:44:11
1997,CCCV Chg,4,1,4,0.00014980,0.00071152,0.1370,4:45:00.000,2021-07-23 07:44:41
1998,CCCV Chg,4,1,4,0.00014980,0.00071277,0.1370,4:45:30.000,2021-07-23 07:45:11
1999,CCCV Chg,4,1,4,0.00014980,0.00071402,0.1370,4:46:00.000,2021-07-23 07:45:41
2000,CCCV Chg,4,1,4,0.00014980,0.00071527,0.1370,4:46:30.000,2021-07-23 07:46:11
2001,CCCV Chg,4,1,4,0.00014980,0.00071652,0.1373,4:47:00.000,2021-07-23 07:46:41
2002,CCCV Chg,4,1,4,0.00014980,0.00071776,0.1370,4:47:30.000,2021-07-23 07:47:11
2003,CCCV Chg,4,1,4,0.00014973,0.00071901,0.1370,4:48:00.000,2021-07-23 07:47:41
2004,CCCV Chg,4,1,4,0.00014980,0.00072026,0.1373,4:48:30.000,2021-07-23 07:48:11
2005,CCCV Chg,4,1,4,0.00014973,0.00072151,0.1370,4:49:00.000,2021-07-23 07:48:41
2006,CCCV Chg,4,1,4,0.00014980,0.00072276,0.1373,4:49:30.000,2021-07-23 07:49:11
2007,CCCV Chg,4,1,4,0.00014980,0.00072400,0.1373,4:50:00.000,2021-07-23 07:49:41
2008,CCCV Chg,4,1,4,0.00014980,0.00072525,0.1373,4:50:30.000,2021-07-23 07:50:11
2009,CCCV Chg,4,1,4,0.00014980,0.00072650,0.1373,4:51:00.000,2021-07-23 07:50:41
2010,CCCV Chg,4,1,4,0.00014980,0.00072775,0.1373,4:51:30.000,2021-07-23 07:51:11
2011,CCCV Chg,4,1,4,0.00014980,0.00072900,0.1376,4:52:00.000,2021-07-23 07:51:41
2012,CCCV Chg,4,1,4,0.00014980,0.00073025,0.1373,4:52:30.000,2021-07-23 07:52:11
2013,CCCV Chg,4,1,4,0.00014980,0.00073149,0.1373,4:53:00.000,2021-07-23 07:52:41
2014,CCCV Chg,4,1,4,0.00014973,0.00073274,0.1373,4:53:30.000,2021-07-23 07:53:11
2015,CCCV Chg,4,1,4,0.00014973,0.00073399,0.1376,4:54:00.000,2021-07-23 07:53:41
2016,CCCV Chg,4,1,4,0.00014973,0.00073524,0.1376,4:54:30.000,2021-07-23 07:54:11
2017,CCCV Chg,4,1,4,0.00014980,0.00073649,0.1376,4:55:00.000,2021-07-23 07:54:41
2018,CCCV Chg,4,1,4,0.00014973,0.00073773,0.1376,4:55:30.000,2021-07-23 07:55:11
2019,CCCV Chg,4,1,4,0.00014980,0.00073898,0.1376,4:56:00.000,2021-07-23 07:55:41
2020,CCCV Chg,4,1,4,0.00014973,0.00074023,0.1376,4:56:30.000,2021-07-23 07:56:11
2021,CCCV Chg,4,1,4,0.00014980,0.00074148,0.1376,4:57:00.000,2021-07-23 07:56:41
2022,CCCV Chg,4,1,4,0.00014980,0.00074273,0.1376,4:57:30.000,2021-07-23 07:57:11
2023,CCCV Chg,4,1,4,0.00014980,0.00074397,0.1376,4:58:00.000,2021-07-23 07:57:41
2024,CCCV Chg,4,1,4,0.00014980,0.00074522,0.1376,4:58:30.000,2021-07-23 07:58:11
2025,CCCV Chg,4,1,4,0.00014980,0.00074647,0.1379,4:59:00.000,2021-07-23 07:58:41
2026,CCCV Chg,4,1,4,0.00014980,0.00074772,0.1379,4:59:30.000,2021-07-23 07:59:11
2027,CCCV Chg,4,1,4,0.00014980,0.00074897,0.1376,5:00:00.000,2021-07-23 07:59:41
2028,CCCV Chg,4,1,4,0.00014980,0.00075022,0.1379,5:00:30.000,2021-07-23 08:00:11
2029,CCCV Chg,4,1,4,0.00014980,0.00075146,0.1376,5:01:00.000,2021-07-23 08:00:41
2030,CCCV Chg,4,1,4,0.00014980,0.00075271,0.1376,5:01:30.000,2021-07-23 08:01:11
2031,CCCV Chg,4,1,4,0.00014980,0.00075396,0.1379,5:02:00.000,2021-07-23 08:01:41
2032,CCCV Chg,4,1,4,0.00014980,0.00075521,0.1379,5:02:30.000,2021-07-23 08:02:11
2033,CCCV Chg,4,1,4,0.00014980,0.00075646,0.1379,5:03:00.000,2021-07-23 08:02:41
2034,CCCV Chg,4,1,4,0.00014980,0.00075771,0.1379,5:03:30.000,2021-07-23 08:03:11
2035,CCCV Chg,4,1,4,0.00014980,0.00075895,0.1379,5:04:00.000,2021-07-23 08:03:41
2036,CCCV Chg,4,1,4,0.00014980,0.00076020,0.1379,5:04:30.000,2021-07-23 08:04:11
2037,CCCV Chg,4,1,4,0.00014973,0.00076145,0.1379,5:05:00.000,2021-07-23 08:04:41
2038,CCCV Chg,4,1,4,0.00014973,0.00076270,0.1379,5:05:30.000,2021-07-23 08:05:11
2039,CCCV Chg,4,1,4,0.00014980,0.00076395,0.1379,5:06:00.000,2021-07-23 08:05:41
2040,CCCV Chg,4,1,4,0.00014980,0.00076519,0.1379,5:06:30.000,2021-07-23 08:06:11
2041,CCCV Chg,4,1,4,0.00014980,0.00076644,0.1382,5:07:00.000,2021-07-23 08:06:41
2042,CCCV Chg,4,1,4,0.00014980,0.00076769,0.1382,5:07:30.000,2021-07-23 08:07:11
2043,CCCV Chg,4,1,4,0.00014980,0.00076894,0.1382,5:08:00.000,2021-07-23 08:07:41
2044,CCCV Chg,4,1,4,0.00014980,0.00077019,0.1382,5:08:30.000,2021-07-23 08:08:11
2045,CCCV Chg,4,1,4,0.00014980,0.00077144,0.1382,5:09:00.000,2021-07-23 08:08:41
2046,CCCV Chg,4,1,4,0.00014980,0.00077268,0.1388,5:09:30.000,2021-07-23 08:09:11
2047,CCCV Chg,4,1,4,0.00014980,0.00077393,0.1388,5:10:00.000,2021-07-23 08:09:41
2048,CCCV Chg,4,1,4,0.00014980,0.00077518,0.1382,5:10:30.000,2021-07-23 08:10:11
2049,CCCV Chg,4,1,4,0.00014973,0.00077643,0.1388,5:11:00.000,2021-07-23 08:10:41
2050,CCCV Chg,4,1,4,0.00014980,0.00077768,0.1388,5:11:30.000,2021-07-23 08:11:11
2051,CCCV Chg,4,1,4,0.00014980,0.00077893,0.1382,5:12:00.000,2021-07-23 08:11:41
2052,CCCV Chg,4,1,4,0.00014980,0.00078017,0.1388,5:12:30.000,2021-07-23 08:12:11
2053,CCCV Chg,4,1,4,0.00014980,0.00078142,0.1388,5:13:00.000,2021-07-23 08:12:41
2054,CCCV Chg,4,1,4,0.00014980,0.00078267,0.1382,5:13:30.000,2021-07-23 08:13:11
2055,CCCV Chg,4,1,4,0.00014980,0.00078392,0.1388,5:14:00.000,2021-07-23 08:13:41
2056,CCCV Chg,4,1,4,0.00014973,0.00078517,0.1388,5:14:30.000,2021-07-23 08:14:11
2057,CCCV Chg,4,1,4,0.00014980,0.00078642,0.1388,5:15:00.000,2021-07-23 08:14:41
2058,CCCV Chg,4,1,4,0.00014973,0.00078766,0.1388,5:15:30.000,2021-07-23 08:15:11
2059,CCCV Chg,4,1,4,0.00014980,0.00078891,0.1388,5:16:00.000,2021-07-23 08:15:41
2060,CCCV Chg,4,1,4,0.00014980,0.00079016,0.1388,5:16:30.000,2021-07-23 08:16:11
2061,CCCV Chg,4,1,4,0.00014980,0.00079141,0.1388,5:17:00.000,2021-07-23 08:16:41
2062,CCCV Chg,4,1,4,0.00014980,0.00079266,0.1388,5:17:30.000,2021-07-23 08:17:11
2063,CCCV Chg,4,1,4,0.00014980,0.00079391,0.1388,5:18:00.000,2021-07-23 08:17:41
2064,CCCV Chg,4,1,4,0.00014980,0.00079515,0.1388,5:18:30.000,2021-07-23 08:18:11
2065,CCCV Chg,4,1,4,0.00014980,0.00079640,0.1388,5:19:00.000,2021-07-23 08:18:41
2066,CCCV Chg,4,1,4,0.00014980,0.00079765,0.1391,5:19:30.000,2021-07-23 08:19:11
2067,CCCV Chg,4,1,4,0.00014980,0.00079890,0.1388,5:20:00.000,2021-07-23 08:19:41
2068,CCCV Chg,4,1,4,0.00014980,0.00080015,0.1388,5:20:30.000,2021-07-23 08:20:11
2069,CCCV Chg,4,1,4,0.00014980,0.00080140,0.1388,5:21:00.000,2021-07-23 08:20:41
2070,CCCV Chg,4,1,4,0.00014980,0.00080264,0.1391,5:21:30.000,2021-07-23 08:21:11
