Record number,status,Jump,Cycle,Steps,Current(A),Capacity(Ah),Voltage(V),Relative Time(h:min:s.ms),Real Time(h:min:s.ms)
1,Rest,1,1,1,0.00000000,0.00000000,2.8112,0:00:00.000,2021-07-22 15:08:20
2,Rest,1,1,1,0.00000000,0.00000000,2.8112,0:00:30.000,2021-07-22 15:08:49
3,Rest,1,1,1,0.00000000,0.00000000,2.8097,0:01:00.000,2021-07-22 15:09:19
4,Rest,1,1,1,0.00000000,0.00000000,2.8069,0:01:30.000,2021-07-22 15:09:49
5,CCCV DChg,2,1,2,-0.00014980,0.00000000,2.7855,0:00:00.000,2021-07-22 15:09:50
6,CCCV DChg,2,1,2,-0.00014980,0.00000125,1.6468,0:00:30.000,2021-07-22 15:10:20
7,CCCV DChg,2,1,2,-0.00014980,0.00000250,1.4279,0:01:00.000,2021-07-22 15:10:50
8,CCCV DChg,2,1,2,-0.00014980,0.00000375,1.2785,0:01:30.000,2021-07-22 15:11:20
9,CCCV DChg,2,1,2,-0.00014980,0.00000499,1.1972,0:02:00.000,2021-07-22 15:11:50
10,CCCV DChg,2,1,2,-0.00014973,0.00000624,1.1436,0:02:30.000,2021-07-22 15:12:20
11,CCCV DChg,2,1,2,-0.00014980,0.00000749,1.1021,0:03:00.000,2021-07-22 15:12:50
12,CCCV DChg,2,1,2,-0.00014980,0.00000874,1.0624,0:03:30.000,2021-07-22 15:13:20
13,CCCV DChg,2,1,2,-0.00014973,0.00000999,1.0270,0:04:00.000,2021-07-22 15:13:50
14,CCCV DChg,2,1,2,-0.00014973,0.00001123,0.9945,0:04:30.000,2021-07-22 15:14:20
15,CCCV DChg,2,1,2,-0.00014980,0.00001248,0.9641,0:05:00.000,2021-07-22 15:14:50
16,CCCV DChg,2,1,2,-0.00014980,0.00001373,0.9353,0:05:30.000,2021-07-22 15:15:20
17,CCCV DChg,2,1,2,-0.00014980,0.00001498,0.9071,0:06:00.000,2021-07-22 15:15:50
18,CCCV DChg,2,1,2,-0.00014980,0.00001623,0.8795,0:06:30.000,2021-07-22 15:16:20
19,CCCV DChg,2,1,2,-0.00014973,0.00001748,0.8544,0:07:00.000,2021-07-22 15:16:50
20,CCCV DChg,2,1,2,-0.00014980,0.00001872,0.8320,0:07:30.000,2021-07-22 15:17:20
21,CCCV DChg,2,1,2,-0.00014980,0.00001997,0.8125,0:08:00.000,2021-07-22 15:17:50
22,CCCV DChg,2,1,2,-0.00014973,0.00002122,0.7955,0:08:30.000,2021-07-22 15:18:20
23,CCCV DChg,2,1,2,-0.00014973,0.00002247,0.7806,0:09:00.000,2021-07-22 15:18:50
24,CCCV DChg,2,1,2,-0.00014973,0.00002372,0.7679,0:09:30.000,2021-07-22 15:19:20
25,CCCV DChg,2,1,2,-0.00014973,0.00002496,0.7570,0:10:00.000,2021-07-22 15:19:50
26,CCCV DChg,2,1,2,-0.00014980,0.00002621,0.7471,0:10:30.000,2021-07-22 15:20:20
27,CCCV DChg,2,1,2,-0.00014980,0.00002746,0.7387,0:11:00.000,2021-07-22 15:20:50
28,CCCV DChg,2,1,2,-0.00014980,0.00002871,0.7313,0:11:30.000,2021-07-22 15:21:20
29,CCCV DChg,2,1,2,-0.00014980,0.00002996,0.7245,0:12:00.000,2021-07-22 15:21:50
30,CCCV DChg,2,1,2,-0.00014973,0.00003120,0.7183,0:12:30.000,2021-07-22 15:22:20
31,CCCV DChg,2,1,2,-0.00014980,0.00003245,0.7124,0:13:00.000,2021-07-22 15:22:50
32,CCCV DChg,2,1,2,-0.00014973,0.00003370,0.7068,0:13:30.000,2021-07-22 15:23:20
33,CCCV DChg,2,1,2,-0.00014980,0.00003495,0.7009,0:14:00.000,2021-07-22 15:23:50
34,CCCV DChg,2,1,2,-0.00014973,0.00003620,0.6953,0:14:30.000,2021-07-22 15:24:20
35,CCCV DChg,2,1,2,-0.00014973,0.00003744,0.6901,0:15:00.000,2021-07-22 15:24:50
36,CCCV DChg,2,1,2,-0.00014980,0.00003869,0.6842,0:15:30.000,2021-07-22 15:25:20
37,CCCV DChg,2,1,2,-0.00014973,0.00003994,0.6792,0:16:00.000,2021-07-22 15:25:50
38,CCCV DChg,2,1,2,-0.00014973,0.00004119,0.6733,0:16:30.000,2021-07-22 15:26:20
39,CCCV DChg,2,1,2,-0.00014980,0.00004244,0.6680,0:17:00.000,2021-07-22 15:26:50
40,CCCV DChg,2,1,2,-0.00014980,0.00004368,0.6628,0:17:30.000,2021-07-22 15:27:20
41,CCCV DChg,2,1,2,-0.00014973,0.00004493,0.6553,0:18:00.000,2021-07-22 15:27:50
42,CCCV DChg,2,1,2,-0.00014973,0.00004618,0.6498,0:18:30.000,2021-07-22 15:28:20
43,CCCV DChg,2,1,2,-0.00014980,0.00004743,0.6436,0:19:00.000,2021-07-22 15:28:50
44,CCCV DChg,2,1,2,-0.00014980,0.00004868,0.6374,0:19:30.000,2021-07-22 15:29:20
45,CCCV DChg,2,1,2,-0.00014980,0.00004992,0.6302,0:20:00.000,2021-07-22 15:29:50
46,CCCV DChg,2,1,2,-0.00014980,0.00005117,0.6237,0:20:30.000,2021-07-22 15:30:20
47,CCCV DChg,2,1,2,-0.00014973,0.00005242,0.6166,0:21:00.000,2021-07-22 15:30:50
48,CCCV DChg,2,1,2,-0.00014973,0.00005367,0.6094,0:21:30.000,2021-07-22 15:31:20
49,CCCV DChg,2,1,2,-0.00014973,0.00005492,0.6017,0:22:00.000,2021-07-22 15:31:50
50,CCCV DChg,2,1,2,-0.00014973,0.00005616,0.5939,0:22:30.000,2021-07-22 15:32:20
51,CCCV DChg,2,1,2,-0.00014980,0.00005741,0.5862,0:23:00.000,2021-07-22 15:32:50
52,CCCV DChg,2,1,2,-0.00014973,0.00005866,0.5784,0:23:30.000,2021-07-22 15:33:20
53,CCCV DChg,2,1,2,-0.00014973,0.00005991,0.5707,0:24:00.000,2021-07-22 15:33:50
54,CCCV DChg,2,1,2,-0.00014973,0.00006115,0.5623,0:24:30.000,2021-07-22 15:34:20
55,CCCV DChg,2,1,2,-0.00014980,0.00006240,0.5549,0:25:00.000,2021-07-22 15:34:50
56,CCCV DChg,2,1,2,-0.00014973,0.00006365,0.5468,0:25:30.000,2021-07-22 15:35:20
57,CCCV DChg,2,1,2,-0.00014973,0.00006490,0.5391,0:26:00.000,2021-07-22 15:35:50
58,CCCV DChg,2,1,2,-0.00014973,0.00006615,0.5319,0:26:30.000,2021-07-22 15:36:20
59,CCCV DChg,2,1,2,-0.00014980,0.00006739,0.5242,0:27:00.000,2021-07-22 15:36:50
60,CCCV DChg,2,1,2,-0.00014973,0.00006864,0.5161,0:27:30.000,2021-07-22 15:37:20
61,CCCV DChg,2,1,2,-0.00014973,0.00006989,0.5090,0:28:00.000,2021-07-22 15:37:50
62,CCCV DChg,2,1,2,-0.00014973,0.00007114,0.5019,0:28:30.000,2021-07-22 15:38:20
63,CCCV DChg,2,1,2,-0.00014973,0.00007239,0.4944,0:29:00.000,2021-07-22 15:38:50
64,CCCV DChg,2,1,2,-0.00014973,0.00007363,0.4876,0:29:30.000,2021-07-22 15:39:20
65,CCCV DChg,2,1,2,-0.00014980,0.00007488,0.4805,0:30:00.000,2021-07-22 15:39:50
66,CCCV DChg,2,1,2,-0.00014973,0.00007613,0.4737,0:30:30.000,2021-07-22 15:40:20
67,CCCV DChg,2,1,2,-0.00014973,0.00007738,0.4678,0:31:00.000,2021-07-22 15:40:50
68,CCCV DChg,2,1,2,-0.00014973,0.00007863,0.4609,0:31:30.000,2021-07-22 15:41:20
69,CCCV DChg,2,1,2,-0.00014973,0.00007987,0.4554,0:32:00.000,2021-07-22 15:41:50
70,CCCV DChg,2,1,2,-0.00014973,0.00008112,0.4495,0:32:30.000,2021-07-22 15:42:20
71,CCCV DChg,2,1,2,-0.00014973,0.00008237,0.4433,0:33:00.000,2021-07-22 15:42:50
72,CCCV DChg,2,1,2,-0.00014980,0.00008362,0.4377,0:33:30.000,2021-07-22 15:43:20
73,CCCV DChg,2,1,2,-0.00014973,0.00008486,0.4324,0:34:00.000,2021-07-22 15:43:50
74,CCCV DChg,2,1,2,-0.00014973,0.00008611,0.4272,0:34:30.000,2021-07-22 15:44:20
75,CCCV DChg,2,1,2,-0.00014973,0.00008736,0.4219,0:35:00.000,2021-07-22 15:44:50
76,CCCV DChg,2,1,2,-0.00014973,0.00008861,0.4172,0:35:30.000,2021-07-22 15:45:20
77,CCCV DChg,2,1,2,-0.00014973,0.00008986,0.4117,0:36:00.000,2021-07-22 15:45:50
78,CCCV DChg,2,1,2,-0.00014980,0.00009110,0.4067,0:36:30.000,2021-07-22 15:46:20
79,CCCV DChg,2,1,2,-0.00014973,0.00009235,0.4024,0:37:00.000,2021-07-22 15:46:50
80,CCCV DChg,2,1,2,-0.00014973,0.00009360,0.3971,0:37:30.000,2021-07-22 15:47:20
81,CCCV DChg,2,1,2,-0.00014973,0.00009485,0.3931,0:38:00.000,2021-07-22 15:47:50
82,CCCV DChg,2,1,2,-0.00014973,0.00009610,0.3884,0:38:30.000,2021-07-22 15:48:20
83,CCCV DChg,2,1,2,-0.00014973,0.00009734,0.3838,0:39:00.000,2021-07-22 15:48:50
84,CCCV DChg,2,1,2,-0.00014973,0.00009859,0.3797,0:39:30.000,2021-07-22 15:49:20
85,CCCV DChg,2,1,2,-0.00014973,0.00009984,0.3745,0:40:00.000,2021-07-22 15:49:50
86,CCCV DChg,2,1,2,-0.00014973,0.00010109,0.3704,0:40:30.000,2021-07-22 15:50:20
87,CCCV DChg,2,1,2,-0.00014973,0.00010233,0.3664,0:41:00.000,2021-07-22 15:50:50
88,CCCV DChg,2,1,2,-0.00014973,0.00010358,0.3621,0:41:30.000,2021-07-22 15:51:20
89,CCCV DChg,2,1,2,-0.00014973,0.00010483,0.3580,0:42:00.000,2021-07-22 15:51:50
90,CCCV DChg,2,1,2,-0.00014973,0.00010608,0.3540,0:42:30.000,2021-07-22 15:52:20
91,CCCV DChg,2,1,2,-0.00014973,0.00010733,0.3497,0:43:00.000,2021-07-22 15:52:50
92,CCCV DChg,2,1,2,-0.00014973,0.00010857,0.3450,0:43:30.000,2021-07-22 15:53:20
93,CCCV DChg,2,1,2,-0.00014980,0.00010982,0.3419,0:44:00.000,2021-07-22 15:53:50
94,CCCV DChg,2,1,2,-0.00014973,0.00011107,0.3366,0:44:30.000,2021-07-22 15:54:20
95,CCCV DChg,2,1,2,-0.00014973,0.00011232,0.3332,0:45:00.000,2021-07-22 15:54:50
96,CCCV DChg,2,1,2,-0.00014973,0.00011357,0.3298,0:45:30.000,2021-07-22 15:55:20
97,CCCV DChg,2,1,2,-0.00014967,0.00011481,0.3249,0:46:00.000,2021-07-22 15:55:50
98,CCCV DChg,2,1,2,-0.00014973,0.00011606,0.3214,0:46:30.000,2021-07-22 15:56:20
99,CCCV DChg,2,1,2,-0.00014973,0.00011731,0.3171,0:47:00.000,2021-07-22 15:56:50
100,CCCV DChg,2,1,2,-0.00014980,0.00011856,0.3143,0:47:30.000,2021-07-22 15:57:20
101,CCCV DChg,2,1,2,-0.00014973,0.00011980,0.3106,0:48:00.000,2021-07-22 15:57:50
102,CCCV DChg,2,1,2,-0.00014973,0.00012105,0.3069,0:48:30.000,2021-07-22 15:58:20
103,CCCV DChg,2,1,2,-0.00014973,0.00012230,0.3025,0:49:00.000,2021-07-22 15:58:50
104,CCCV DChg,2,1,2,-0.00014973,0.00012355,0.2991,0:49:30.000,2021-07-22 15:59:20
105,CCCV DChg,2,1,2,-0.00014973,0.00012480,0.2951,0:50:00.000,2021-07-22 15:59:50
106,CCCV DChg,2,1,2,-0.00014973,0.00012604,0.2923,0:50:30.000,2021-07-22 16:00:20
107,CCCV DChg,2,1,2,-0.00014973,0.00012729,0.2889,0:51:00.000,2021-07-22 16:00:50
108,CCCV DChg,2,1,2,-0.00014980,0.00012854,0.2855,0:51:30.000,2021-07-22 16:01:20
109,CCCV DChg,2,1,2,-0.00014973,0.00012979,0.2821,0:52:00.000,2021-07-22 16:01:50
110,CCCV DChg,2,1,2,-0.00014973,0.00013104,0.2780,0:52:30.000,2021-07-22 16:02:20
111,CCCV DChg,2,1,2,-0.00014980,0.00013228,0.2759,0:53:00.000,2021-07-22 16:02:50
112,CCCV DChg,2,1,2,-0.00014973,0.00013353,0.2728,0:53:30.000,2021-07-22 16:03:20
113,CCCV DChg,2,1,2,-0.00014973,0.00013478,0.2694,0:54:00.000,2021-07-22 16:03:50
114,CCCV DChg,2,1,2,-0.00014973,0.00013603,0.2663,0:54:30.000,2021-07-22 16:04:20
115,CCCV DChg,2,1,2,-0.00014973,0.00013727,0.2625,0:55:00.000,2021-07-22 16:04:50
116,CCCV DChg,2,1,2,-0.00014980,0.00013852,0.2601,0:55:30.000,2021-07-22 16:05:20
117,CCCV DChg,2,1,2,-0.00014973,0.00013977,0.2566,0:56:00.000,2021-07-22 16:05:50
118,CCCV DChg,2,1,2,-0.00014973,0.00014102,0.2532,0:56:30.000,2021-07-22 16:06:20
119,CCCV DChg,2,1,2,-0.00014973,0.00014227,0.2504,0:57:00.000,2021-07-22 16:06:50
120,CCCV DChg,2,1,2,-0.00014973,0.00014351,0.2470,0:57:30.000,2021-07-22 16:07:20
121,CCCV DChg,2,1,2,-0.00014973,0.00014476,0.2446,0:58:00.000,2021-07-22 16:07:50
122,CCCV DChg,2,1,2,-0.00014973,0.00014601,0.2418,0:58:30.000,2021-07-22 16:08:20
123,CCCV DChg,2,1,2,-0.00014973,0.00014726,0.2387,0:59:00.000,2021-07-22 16:08:50
124,CCCV DChg,2,1,2,-0.00014973,0.00014850,0.2356,0:59:30.000,2021-07-22 16:09:20
125,CCCV DChg,2,1,2,-0.00014973,0.00014975,0.2334,1:00:00.000,2021-07-22 16:09:50
126,CCCV DChg,2,1,2,-0.00014973,0.00015100,0.2309,1:00:30.000,2021-07-22 16:10:20
127,CCCV DChg,2,1,2,-0.00014973,0.00015225,0.2278,1:01:00.000,2021-07-22 16:10:50
128,CCCV DChg,2,1,2,-0.00014973,0.00015350,0.2250,1:01:30.000,2021-07-22 16:11:20
129,CCCV DChg,2,1,2,-0.00014973,0.00015474,0.2219,1:02:00.000,2021-07-22 16:11:50
130,CCCV DChg,2,1,2,-0.00014973,0.00015599,0.2201,1:02:30.000,2021-07-22 16:12:20
131,CCCV DChg,2,1,2,-0.00014973,0.00015724,0.2179,1:03:00.000,2021-07-22 16:12:50
132,CCCV DChg,2,1,2,-0.00014967,0.00015849,0.2154,1:03:30.000,2021-07-22 16:13:20
133,CCCV DChg,2,1,2,-0.00014973,0.00015973,0.2123,1:04:00.000,2021-07-22 16:13:50
134,CCCV DChg,2,1,2,-0.00014967,0.00016098,0.2108,1:04:30.000,2021-07-22 16:14:20
135,CCCV DChg,2,1,2,-0.00014980,0.00016223,0.2077,1:05:00.000,2021-07-22 16:14:50
136,CCCV DChg,2,1,2,-0.00014980,0.00016348,0.2049,1:05:30.000,2021-07-22 16:15:20
137,CCCV DChg,2,1,2,-0.00014973,0.00016473,0.2030,1:06:00.000,2021-07-22 16:15:50
138,CCCV DChg,2,1,2,-0.00014980,0.00016597,0.1999,1:06:30.000,2021-07-22 16:16:20
139,CCCV DChg,2,1,2,-0.00014973,0.00016722,0.1981,1:07:00.000,2021-07-22 16:16:50
140,CCCV DChg,2,1,2,-0.00014980,0.00016847,0.1962,1:07:30.000,2021-07-22 16:17:20
141,CCCV DChg,2,1,2,-0.00014980,0.00016972,0.1953,1:08:00.000,2021-07-22 16:17:50
142,CCCV DChg,2,1,2,-0.00014973,0.00017097,0.1931,1:08:30.000,2021-07-22 16:18:20
143,CCCV DChg,2,1,2,-0.00014973,0.00017221,0.1912,1:09:00.000,2021-07-22 16:18:50
144,CCCV DChg,2,1,2,-0.00014973,0.00017346,0.1894,1:09:30.000,2021-07-22 16:19:20
145,CCCV DChg,2,1,2,-0.00014980,0.00017471,0.1884,1:10:00.000,2021-07-22 16:19:50
146,CCCV DChg,2,1,2,-0.00014980,0.00017596,0.1869,1:10:30.000,2021-07-22 16:20:20
147,CCCV DChg,2,1,2,-0.00014973,0.00017721,0.1863,1:11:00.000,2021-07-22 16:20:50
148,CCCV DChg,2,1,2,-0.00014973,0.00017845,0.1850,1:11:30.000,2021-07-22 16:21:20
149,CCCV DChg,2,1,2,-0.00014973,0.00017970,0.1838,1:12:00.000,2021-07-22 16:21:50
150,CCCV DChg,2,1,2,-0.00014973,0.00018095,0.1829,1:12:30.000,2021-07-22 16:22:20
151,CCCV DChg,2,1,2,-0.00014973,0.00018220,0.1829,1:13:00.000,2021-07-22 16:22:50
152,CCCV DChg,2,1,2,-0.00014973,0.00018344,0.1819,1:13:30.000,2021-07-22 16:23:20
153,CCCV DChg,2,1,2,-0.00014973,0.00018469,0.1810,1:14:00.000,2021-07-22 16:23:50
154,CCCV DChg,2,1,2,-0.00014973,0.00018594,0.1813,1:14:30.000,2021-07-22 16:24:20
155,CCCV DChg,2,1,2,-0.00014980,0.00018719,0.1804,1:15:00.000,2021-07-22 16:24:50
156,CCCV DChg,2,1,2,-0.00014973,0.00018844,0.1801,1:15:30.000,2021-07-22 16:25:20
157,CCCV DChg,2,1,2,-0.00014980,0.00018968,0.1791,1:16:00.000,2021-07-22 16:25:50
158,CCCV DChg,2,1,2,-0.00014973,0.00019093,0.1791,1:16:30.000,2021-07-22 16:26:20
159,CCCV DChg,2,1,2,-0.00014973,0.00019218,0.1791,1:17:00.000,2021-07-22 16:26:50
160,CCCV DChg,2,1,2,-0.00014973,0.00019343,0.1788,1:17:30.000,2021-07-22 16:27:20
161,CCCV DChg,2,1,2,-0.00014980,0.00019468,0.1779,1:18:00.000,2021-07-22 16:27:50
162,CCCV DChg,2,1,2,-0.00014973,0.00019592,0.1776,1:18:30.000,2021-07-22 16:28:20
163,CCCV DChg,2,1,2,-0.00014973,0.00019717,0.1776,1:19:00.000,2021-07-22 16:28:50
164,CCCV DChg,2,1,2,-0.00014973,0.00019842,0.1773,1:19:30.000,2021-07-22 16:29:20
165,CCCV DChg,2,1,2,-0.00014973,0.00019967,0.1767,1:20:00.000,2021-07-22 16:29:50
166,CCCV DChg,2,1,2,-0.00014973,0.00020091,0.1760,1:20:30.000,2021-07-22 16:30:20
167,CCCV DChg,2,1,2,-0.00014973,0.00020216,0.1757,1:21:00.000,2021-07-22 16:30:50
168,CCCV DChg,2,1,2,-0.00014980,0.00020341,0.1754,1:21:30.000,2021-07-22 16:31:20
169,CCCV DChg,2,1,2,-0.00014980,0.00020466,0.1754,1:22:00.000,2021-07-22 16:31:50
170,CCCV DChg,2,1,2,-0.00014980,0.00020591,0.1754,1:22:30.000,2021-07-22 16:32:20
171,CCCV DChg,2,1,2,-0.00014973,0.00020715,0.1751,1:23:00.000,2021-07-22 16:32:50
172,CCCV DChg,2,1,2,-0.00014973,0.00020840,0.1745,1:23:30.000,2021-07-22 16:33:20
173,CCCV DChg,2,1,2,-0.00014980,0.00020965,0.1742,1:24:00.000,2021-07-22 16:33:50
174,CCCV DChg,2,1,2,-0.00014973,0.00021090,0.1742,1:24:30.000,2021-07-22 16:34:20
175,CCCV DChg,2,1,2,-0.00014973,0.00021215,0.1739,1:25:00.000,2021-07-22 16:34:50
176,CCCV DChg,2,1,2,-0.00014980,0.00021339,0.1733,1:25:30.000,2021-07-22 16:35:20
177,CCCV DChg,2,1,2,-0.00014973,0.00021464,0.1729,1:26:00.000,2021-07-22 16:35:50
178,CCCV DChg,2,1,2,-0.00014980,0.00021589,0.1733,1:26:30.000,2021-07-22 16:36:20
179,CCCV DChg,2,1,2,-0.00014973,0.00021714,0.1729,1:27:00.000,2021-07-22 16:36:50
180,CCCV DChg,2,1,2,-0.00014973,0.00021838,0.1729,1:27:30.000,2021-07-22 16:37:20
181,CCCV DChg,2,1,2,-0.00014973,0.00021963,0.1723,1:28:00.000,2021-07-22 16:37:50
182,CCCV DChg,2,1,2,-0.00014973,0.00022088,0.1720,1:28:30.000,2021-07-22 16:38:20
183,CCCV DChg,2,1,2,-0.00014980,0.00022213,0.1717,1:29:00.000,2021-07-22 16:38:50
184,CCCV DChg,2,1,2,-0.00014973,0.00022338,0.1717,1:29:30.000,2021-07-22 16:39:20
185,CCCV DChg,2,1,2,-0.00014973,0.00022462,0.1711,1:30:00.000,2021-07-22 16:39:50
186,CCCV DChg,2,1,2,-0.00014973,0.00022587,0.1711,1:30:30.000,2021-07-22 16:40:20
187,CCCV DChg,2,1,2,-0.00014973,0.00022712,0.1705,1:31:00.000,2021-07-22 16:40:50
188,CCCV DChg,2,1,2,-0.00014973,0.00022837,0.1705,1:31:30.000,2021-07-22 16:41:20
189,CCCV DChg,2,1,2,-0.00014973,0.00022962,0.1698,1:32:00.000,2021-07-22 16:41:50
190,CCCV DChg,2,1,2,-0.00014980,0.00023086,0.1695,1:32:30.000,2021-07-22 16:42:20
191,CCCV DChg,2,1,2,-0.00014973,0.00023211,0.1692,1:33:00.000,2021-07-22 16:42:50
192,CCCV DChg,2,1,2,-0.00014980,0.00023336,0.1689,1:33:30.000,2021-07-22 16:43:20
193,CCCV DChg,2,1,2,-0.00014973,0.00023461,0.1689,1:34:00.000,2021-07-22 16:43:50
194,CCCV DChg,2,1,2,-0.00014973,0.00023586,0.1677,1:34:30.000,2021-07-22 16:44:20
195,CCCV DChg,2,1,2,-0.00014973,0.00023710,0.1680,1:35:00.000,2021-07-22 16:44:50
196,CCCV DChg,2,1,2,-0.00014973,0.00023835,0.1680,1:35:30.000,2021-07-22 16:45:20
197,CCCV DChg,2,1,2,-0.00014980,0.00023960,0.1671,1:36:00.000,2021-07-22 16:45:50
198,CCCV DChg,2,1,2,-0.00014980,0.00024085,0.1677,1:36:30.000,2021-07-22 16:46:20
199,CCCV DChg,2,1,2,-0.00014973,0.00024209,0.1667,1:37:00.000,2021-07-22 16:46:50
200,CCCV DChg,2,1,2,-0.00014973,0.00024334,0.1664,1:37:30.000,2021-07-22 16:47:20
201,CCCV DChg,2,1,2,-0.00014973,0.00024459,0.1655,1:38:00.000,2021-07-22 16:47:50
202,CCCV DChg,2,1,2,-0.00014973,0.00024584,0.1658,1:38:30.000,2021-07-22 16:48:20
203,CCCV DChg,2,1,2,-0.00014967,0.00024709,0.1658,1:39:00.000,2021-07-22 16:48:50
204,CCCV DChg,2,1,2,-0.00014973,0.00024833,0.1655,1:39:30.000,2021-07-22 16:49:20
205,CCCV DChg,2,1,2,-0.00014973,0.00024958,0.1649,1:40:00.000,2021-07-22 16:49:50
206,CCCV DChg,2,1,2,-0.00014973,0.00025083,0.1643,1:40:30.000,2021-07-22 16:50:20
207,CCCV DChg,2,1,2,-0.00014973,0.00025208,0.1646,1:41:00.000,2021-07-22 16:50:50
208,CCCV DChg,2,1,2,-0.00014973,0.00025333,0.1640,1:41:30.000,2021-07-22 16:51:20
209,CCCV DChg,2,1,2,-0.00014973,0.00025457,0.1640,1:42:00.000,2021-07-22 16:51:50
210,CCCV DChg,2,1,2,-0.00014973,0.00025582,0.1636,1:42:30.000,2021-07-22 16:52:20
211,CCCV DChg,2,1,2,-0.00014980,0.00025707,0.1630,1:43:00.000,2021-07-22 16:52:50
212,CCCV DChg,2,1,2,-0.00014973,0.00025832,0.1621,1:43:30.000,2021-07-22 16:53:20
213,CCCV DChg,2,1,2,-0.00014973,0.00025956,0.1627,1:44:00.000,2021-07-22 16:53:50
214,CCCV DChg,2,1,2,-0.00014973,0.00026081,0.1615,1:44:30.000,2021-07-22 16:54:20
215,CCCV DChg,2,1,2,-0.00014973,0.00026206,0.1609,1:45:00.000,2021-07-22 16:54:50
216,CCCV DChg,2,1,2,-0.00014973,0.00026331,0.1609,1:45:30.000,2021-07-22 16:55:20
217,CCCV DChg,2,1,2,-0.00014973,0.00026455,0.1605,1:46:00.000,2021-07-22 16:55:50
218,CCCV DChg,2,1,2,-0.00014973,0.00026580,0.1590,1:46:30.000,2021-07-22 16:56:20
219,CCCV DChg,2,1,2,-0.00014980,0.00026705,0.1590,1:47:00.000,2021-07-22 16:56:50
220,CCCV DChg,2,1,2,-0.00014973,0.00026830,0.1590,1:47:30.000,2021-07-22 16:57:20
221,CCCV DChg,2,1,2,-0.00014973,0.00026955,0.1587,1:48:00.000,2021-07-22 16:57:50
222,CCCV DChg,2,1,2,-0.00014973,0.00027079,0.1587,1:48:30.000,2021-07-22 16:58:20
223,CCCV DChg,2,1,2,-0.00014973,0.00027204,0.1584,1:49:00.000,2021-07-22 16:58:50
224,CCCV DChg,2,1,2,-0.00014980,0.00027329,0.1578,1:49:30.000,2021-07-22 16:59:20
225,CCCV DChg,2,1,2,-0.00014973,0.00027454,0.1571,1:50:00.000,2021-07-22 16:59:50
226,CCCV DChg,2,1,2,-0.00014973,0.00027579,0.1568,1:50:30.000,2021-07-22 17:00:20
227,CCCV DChg,2,1,2,-0.00014973,0.00027703,0.1565,1:51:00.000,2021-07-22 17:00:50
228,CCCV DChg,2,1,2,-0.00014980,0.00027828,0.1565,1:51:30.000,2021-07-22 17:01:20
229,CCCV DChg,2,1,2,-0.00014973,0.00027953,0.1556,1:52:00.000,2021-07-22 17:01:50
230,CCCV DChg,2,1,2,-0.00014973,0.00028078,0.1550,1:52:30.000,2021-07-22 17:02:20
231,CCCV DChg,2,1,2,-0.00014973,0.00028202,0.1537,1:53:00.000,2021-07-22 17:02:50
232,CCCV DChg,2,1,2,-0.00014967,0.00028327,0.1534,1:53:30.000,2021-07-22 17:03:20
233,CCCV DChg,2,1,2,-0.00014973,0.00028452,0.1540,1:54:00.000,2021-07-22 17:03:50
234,CCCV DChg,2,1,2,-0.00014980,0.00028577,0.1531,1:54:30.000,2021-07-22 17:04:20
235,CCCV DChg,2,1,2,-0.00014973,0.00028702,0.1528,1:55:00.000,2021-07-22 17:04:50
236,CCCV DChg,2,1,2,-0.00014973,0.00028826,0.1522,1:55:30.000,2021-07-22 17:05:20
237,CCCV DChg,2,1,2,-0.00014980,0.00028951,0.1519,1:56:00.000,2021-07-22 17:05:50
238,CCCV DChg,2,1,2,-0.00014973,0.00029076,0.1515,1:56:30.000,2021-07-22 17:06:20
239,CCCV DChg,2,1,2,-0.00014973,0.00029201,0.1506,1:57:00.000,2021-07-22 17:06:50
240,CCCV DChg,2,1,2,-0.00014973,0.00029326,0.1500,1:57:30.000,2021-07-22 17:07:20
241,CCCV DChg,2,1,2,-0.00014973,0.00029450,0.1500,1:58:00.000,2021-07-22 17:07:50
242,CCCV DChg,2,1,2,-0.00014973,0.00029575,0.1488,1:58:30.000,2021-07-22 17:08:20
243,CCCV DChg,2,1,2,-0.00014967,0.00029700,0.1488,1:59:00.000,2021-07-22 17:08:50
244,CCCV DChg,2,1,2,-0.00014973,0.00029825,0.1484,1:59:30.000,2021-07-22 17:09:20
245,CCCV DChg,2,1,2,-0.00014973,0.00029949,0.1475,2:00:00.000,2021-07-22 17:09:50
246,CCCV DChg,2,1,2,-0.00014973,0.00030074,0.1469,2:00:30.000,2021-07-22 17:10:20
247,CCCV DChg,2,1,2,-0.00014973,0.00030199,0.1469,2:01:00.000,2021-07-22 17:10:50
248,CCCV DChg,2,1,2,-0.00014973,0.00030324,0.1457,2:01:30.000,2021-07-22 17:11:20
249,CCCV DChg,2,1,2,-0.00014973,0.00030449,0.1453,2:02:00.000,2021-07-22 17:11:50
250,CCCV DChg,2,1,2,-0.00014973,0.00030573,0.1444,2:02:30.000,2021-07-22 17:12:20
251,CCCV DChg,2,1,2,-0.00014980,0.00030698,0.1444,2:03:00.000,2021-07-22 17:12:50
252,CCCV DChg,2,1,2,-0.00014973,0.00030823,0.1441,2:03:30.000,2021-07-22 17:13:20
253,CCCV DChg,2,1,2,-0.00014973,0.00030948,0.1432,2:04:00.000,2021-07-22 17:13:50
