Record number,status,Jump,Cycle,Steps,Current(A),Capacity(Ah),Voltage(V),Relative Time(h:min:s.ms),Real Time(h:min:s.ms)
1,Rest,1,1,1,0.00000000,0.00000000,2.7033,0:00:00.000,2021-10-28 14:14:47
2,Rest,1,1,1,0.00000000,0.00000000,2.7027,0:00:30.000,2021-10-28 14:15:17
3,Rest,1,1,1,0.00000000,0.00000000,2.7018,0:01:00.000,2021-10-28 14:15:47
4,Rest,1,1,1,0.00000000,0.00000000,2.7008,0:01:30.000,2021-10-28 14:16:17
5,CCCV DChg,2,1,2,-0.00008785,0.00000000,2.6950,0:00:00.000,2021-10-28 14:16:17
6,CCCV DChg,2,1,2,-0.00008816,0.00000074,1.8263,0:00:30.000,2021-10-28 14:16:47
7,CCCV DChg,2,1,2,-0.00008816,0.00000147,1.7965,0:01:00.000,2021-10-28 14:17:17
8,CCCV DChg,2,1,2,-0.00008816,0.00000220,1.7531,0:01:30.000,2021-10-28 14:17:47
9,CCCV DChg,2,1,2,-0.00008823,0.00000294,1.6790,0:02:00.000,2021-10-28 14:18:17
10,CCCV DChg,2,1,2,-0.00008816,0.00000367,1.5829,0:02:30.000,2021-10-28 14:18:47
11,CCCV DChg,2,1,2,-0.00008816,0.00000441,1.4930,0:03:00.000,2021-10-28 14:19:17
12,CCCV DChg,2,1,2,-0.00008816,0.00000514,1.4313,0:03:30.000,2021-10-28 14:19:47
13,CCCV DChg,2,1,2,-0.00008816,0.00000588,1.3795,0:04:00.000,2021-10-28 14:20:17
14,CCCV DChg,2,1,2,-0.00008816,0.00000661,1.3333,0:04:30.000,2021-10-28 14:20:47
15,CCCV DChg,2,1,2,-0.00008816,0.00000735,1.2918,0:05:00.000,2021-10-28 14:21:17
16,CCCV DChg,2,1,2,-0.00008816,0.00000808,1.2537,0:05:30.000,2021-10-28 14:21:47
17,CCCV DChg,2,1,2,-0.00008816,0.00000882,1.2189,0:06:00.000,2021-10-28 14:22:17
18,CCCV DChg,2,1,2,-0.00008816,0.00000955,1.1873,0:06:30.000,2021-10-28 14:22:47
19,CCCV DChg,2,1,2,-0.00008816,0.00001029,1.1588,0:07:00.000,2021-10-28 14:23:17
20,CCCV DChg,2,1,2,-0.00008816,0.00001102,1.1325,0:07:30.000,2021-10-28 14:23:47
21,CCCV DChg,2,1,2,-0.00008816,0.00001176,1.1061,0:08:00.000,2021-10-28 14:24:17
22,CCCV DChg,2,1,2,-0.00008816,0.00001249,1.0810,0:08:30.000,2021-10-28 14:24:47
23,CCCV DChg,2,1,2,-0.00008816,0.00001322,1.0565,0:09:00.000,2021-10-28 14:25:17
24,CCCV DChg,2,1,2,-0.00008816,0.00001396,1.0329,0:09:30.000,2021-10-28 14:25:47
25,CCCV DChg,2,1,2,-0.00008816,0.00001469,1.0100,0:10:00.000,2021-10-28 14:26:17
26,CCCV DChg,2,1,2,-0.00008816,0.00001543,0.9874,0:10:30.000,2021-10-28 14:26:47
27,CCCV DChg,2,1,2,-0.00008816,0.00001616,0.9666,0:11:00.000,2021-10-28 14:27:17
28,CCCV DChg,2,1,2,-0.00008816,0.00001690,0.9458,0:11:30.000,2021-10-28 14:27:47
29,CCCV DChg,2,1,2,-0.00008816,0.00001763,0.9263,0:12:00.000,2021-10-28 14:28:17
30,CCCV DChg,2,1,2,-0.00008816,0.00001837,0.9071,0:12:30.000,2021-10-28 14:28:47
31,CCCV DChg,2,1,2,-0.00008816,0.00001910,0.8894,0:13:00.000,2021-10-28 14:29:17
32,CCCV DChg,2,1,2,-0.00008816,0.00001984,0.8727,0:13:30.000,2021-10-28 14:29:47
33,CCCV DChg,2,1,2,-0.00008816,0.00002057,0.8572,0:14:00.000,2021-10-28 14:30:17
34,CCCV DChg,2,1,2,-0.00008816,0.00002130,0.8426,0:14:30.000,2021-10-28 14:30:47
35,CCCV DChg,2,1,2,-0.00008816,0.00002204,0.8299,0:15:00.000,2021-10-28 14:31:17
36,CCCV DChg,2,1,2,-0.00008816,0.00002277,0.8206,0:15:30.000,2021-10-28 14:31:47
37,CCCV DChg,2,1,2,-0.00008816,0.00002351,0.8131,0:16:00.000,2021-10-28 14:32:17
38,CCCV DChg,2,1,2,-0.00008816,0.00002424,0.8072,0:16:30.000,2021-10-28 14:32:47
39,CCCV DChg,2,1,2,-0.00008816,0.00002498,0.8026,0:17:00.000,2021-10-28 14:33:17
40,CCCV DChg,2,1,2,-0.00008810,0.00002571,0.7970,0:17:30.000,2021-10-28 14:33:47
41,CCCV DChg,2,1,2,-0.00008816,0.00002645,0.7927,0:18:00.000,2021-10-28 14:34:17
42,CCCV DChg,2,1,2,-0.00008810,0.00002718,0.7893,0:18:30.000,2021-10-28 14:34:47
43,CCCV DChg,2,1,2,-0.00008810,0.00002792,0.7846,0:19:00.000,2021-10-28 14:35:17
44,CCCV DChg,2,1,2,-0.00008810,0.00002865,0.7815,0:19:30.000,2021-10-28 14:35:47
45,CCCV DChg,2,1,2,-0.00008810,0.00002938,0.7790,0:20:00.000,2021-10-28 14:36:17
46,CCCV DChg,2,1,2,-0.00008816,0.00003012,0.7756,0:20:30.000,2021-10-28 14:36:47
47,CCCV DChg,2,1,2,-0.00008816,0.00003085,0.7738,0:21:00.000,2021-10-28 14:37:17
48,CCCV DChg,2,1,2,-0.00008810,0.00003159,0.7703,0:21:30.000,2021-10-28 14:37:47
49,CCCV DChg,2,1,2,-0.00008810,0.00003232,0.7682,0:22:00.000,2021-10-28 14:38:17
50,CCCV DChg,2,1,2,-0.00008810,0.00003306,0.7654,0:22:30.000,2021-10-28 14:38:47
51,CCCV DChg,2,1,2,-0.00008810,0.00003379,0.7632,0:23:00.000,2021-10-28 14:39:17
52,CCCV DChg,2,1,2,-0.00008816,0.00003453,0.7604,0:23:30.000,2021-10-28 14:39:47
53,CCCV DChg,2,1,2,-0.00008810,0.00003526,0.7573,0:24:00.000,2021-10-28 14:40:17
54,CCCV DChg,2,1,2,-0.00008816,0.00003599,0.7552,0:24:30.000,2021-10-28 14:40:47
55,CCCV DChg,2,1,2,-0.00008810,0.00003673,0.7511,0:25:00.000,2021-10-28 14:41:17
56,CCCV DChg,2,1,2,-0.00008816,0.00003746,0.7483,0:25:30.000,2021-10-28 14:41:47
57,CCCV DChg,2,1,2,-0.00008816,0.00003820,0.7452,0:26:00.000,2021-10-28 14:42:17
58,CCCV DChg,2,1,2,-0.00008810,0.00003893,0.7418,0:26:30.000,2021-10-28 14:42:47
59,CCCV DChg,2,1,2,-0.00008816,0.00003967,0.7381,0:27:00.000,2021-10-28 14:43:17
60,CCCV DChg,2,1,2,-0.00008810,0.00004040,0.7344,0:27:30.000,2021-10-28 14:43:47
61,CCCV DChg,2,1,2,-0.00008810,0.00004113,0.7307,0:28:00.000,2021-10-28 14:44:17
62,CCCV DChg,2,1,2,-0.00008810,0.00004187,0.7269,0:28:30.000,2021-10-28 14:44:47
63,CCCV DChg,2,1,2,-0.00008810,0.00004260,0.7232,0:29:00.000,2021-10-28 14:45:17
64,CCCV DChg,2,1,2,-0.00008816,0.00004334,0.7189,0:29:30.000,2021-10-28 14:45:47
65,CCCV DChg,2,1,2,-0.00008816,0.00004407,0.7149,0:30:00.000,2021-10-28 14:46:17
66,CCCV DChg,2,1,2,-0.00008816,0.00004481,0.7096,0:30:30.000,2021-10-28 14:46:47
67,CCCV DChg,2,1,2,-0.00008810,0.00004554,0.7068,0:31:00.000,2021-10-28 14:47:17
68,CCCV DChg,2,1,2,-0.00008816,0.00004628,0.7025,0:31:30.000,2021-10-28 14:47:47
69,CCCV DChg,2,1,2,-0.00008810,0.00004701,0.6984,0:32:00.000,2021-10-28 14:48:17
70,CCCV DChg,2,1,2,-0.00008810,0.00004774,0.6944,0:32:30.000,2021-10-28 14:48:47
71,CCCV DChg,2,1,2,-0.00008810,0.00004848,0.6901,0:33:00.000,2021-10-28 14:49:17
72,CCCV DChg,2,1,2,-0.00008810,0.00004921,0.6870,0:33:30.000,2021-10-28 14:49:47
73,CCCV DChg,2,1,2,-0.00008810,0.00004995,0.6817,0:34:00.000,2021-10-28 14:50:17
74,CCCV DChg,2,1,2,-0.00008810,0.00005068,0.6773,0:34:30.000,2021-10-28 14:50:47
75,CCCV DChg,2,1,2,-0.00008810,0.00005142,0.6736,0:35:00.000,2021-10-28 14:51:17
76,CCCV DChg,2,1,2,-0.00008810,0.00005215,0.6699,0:35:30.000,2021-10-28 14:51:47
77,CCCV DChg,2,1,2,-0.00008810,0.00005289,0.6656,0:36:00.000,2021-10-28 14:52:17
78,CCCV DChg,2,1,2,-0.00008810,0.00005362,0.6615,0:36:30.000,2021-10-28 14:52:47
79,CCCV DChg,2,1,2,-0.00008810,0.00005435,0.6575,0:37:00.000,2021-10-28 14:53:17
80,CCCV DChg,2,1,2,-0.00008810,0.00005509,0.6544,0:37:30.000,2021-10-28 14:53:47
81,CCCV DChg,2,1,2,-0.00008810,0.00005582,0.6516,0:38:00.000,2021-10-28 14:54:17
82,CCCV DChg,2,1,2,-0.00008810,0.00005656,0.6488,0:38:30.000,2021-10-28 14:54:47
83,CCCV DChg,2,1,2,-0.00008810,0.00005729,0.6463,0:39:00.000,2021-10-28 14:55:17
84,CCCV DChg,2,1,2,-0.00008816,0.00005803,0.6467,0:39:30.000,2021-10-28 14:55:47
85,CCCV DChg,2,1,2,-0.00008816,0.00005876,0.6473,0:40:00.000,2021-10-28 14:56:17
86,CCCV DChg,2,1,2,-0.00008810,0.00005949,0.6460,0:40:30.000,2021-10-28 14:56:47
87,CCCV DChg,2,1,2,-0.00008810,0.00006023,0.6432,0:41:00.000,2021-10-28 14:57:17
88,CCCV DChg,2,1,2,-0.00008810,0.00006096,0.6429,0:41:30.000,2021-10-28 14:57:47
89,CCCV DChg,2,1,2,-0.00008816,0.00006170,0.6429,0:42:00.000,2021-10-28 14:58:17
90,CCCV DChg,2,1,2,-0.00008810,0.00006243,0.6420,0:42:30.000,2021-10-28 14:58:47
91,CCCV DChg,2,1,2,-0.00008816,0.00006317,0.6439,0:43:00.000,2021-10-28 14:59:17
92,CCCV DChg,2,1,2,-0.00008810,0.00006390,0.6448,0:43:30.000,2021-10-28 14:59:47
93,CCCV DChg,2,1,2,-0.00008810,0.00006463,0.6470,0:44:00.000,2021-10-28 15:00:17
94,CCCV DChg,2,1,2,-0.00008816,0.00006537,0.6467,0:44:30.000,2021-10-28 15:00:47
95,CCCV DChg,2,1,2,-0.00008810,0.00006610,0.6467,0:45:00.000,2021-10-28 15:01:17
96,CCCV DChg,2,1,2,-0.00008810,0.00006684,0.6467,0:45:30.000,2021-10-28 15:01:47
97,CCCV DChg,2,1,2,-0.00008816,0.00006757,0.6491,0:46:00.000,2021-10-28 15:02:17
98,CCCV DChg,2,1,2,-0.00008816,0.00006831,0.6498,0:46:30.000,2021-10-28 15:02:47
99,CCCV DChg,2,1,2,-0.00008810,0.00006904,0.6501,0:47:00.000,2021-10-28 15:03:17
100,CCCV DChg,2,1,2,-0.00008810,0.00006978,0.6522,0:47:30.000,2021-10-28 15:03:47
101,CCCV DChg,2,1,2,-0.00008816,0.00007051,0.6529,0:48:00.000,2021-10-28 15:04:17
102,CCCV DChg,2,1,2,-0.00008810,0.00007124,0.6516,0:48:30.000,2021-10-28 15:04:47
103,CCCV DChg,2,1,2,-0.00008816,0.00007198,0.6491,0:49:00.000,2021-10-28 15:05:17
104,CCCV DChg,2,1,2,-0.00008810,0.00007271,0.6460,0:49:30.000,2021-10-28 15:05:47
105,CCCV DChg,2,1,2,-0.00008810,0.00007345,0.6432,0:50:00.000,2021-10-28 15:06:17
106,CCCV DChg,2,1,2,-0.00008810,0.00007418,0.6411,0:50:30.000,2021-10-28 15:06:47
107,CCCV DChg,2,1,2,-0.00008816,0.00007492,0.6389,0:51:00.000,2021-10-28 15:07:17
108,CCCV DChg,2,1,2,-0.00008810,0.00007565,0.6392,0:51:30.000,2021-10-28 15:07:47
109,CCCV DChg,2,1,2,-0.00008816,0.00007638,0.6414,0:52:00.000,2021-10-28 15:08:17
110,CCCV DChg,2,1,2,-0.00008816,0.00007712,0.6401,0:52:30.000,2021-10-28 15:08:47
111,CCCV DChg,2,1,2,-0.00008816,0.00007785,0.6386,0:53:00.000,2021-10-28 15:09:17
112,CCCV DChg,2,1,2,-0.00008816,0.00007859,0.6383,0:53:30.000,2021-10-28 15:09:47
113,CCCV DChg,2,1,2,-0.00008816,0.00007932,0.6420,0:54:00.000,2021-10-28 15:10:17
114,CCCV DChg,2,1,2,-0.00008816,0.00008006,0.6457,0:54:30.000,2021-10-28 15:10:47
115,CCCV DChg,2,1,2,-0.00008816,0.00008079,0.6454,0:55:00.000,2021-10-28 15:11:17
116,CCCV DChg,2,1,2,-0.00008810,0.00008153,0.6432,0:55:30.000,2021-10-28 15:11:47
117,CCCV DChg,2,1,2,-0.00008810,0.00008226,0.6411,0:56:00.000,2021-10-28 15:12:17
118,CCCV DChg,2,1,2,-0.00008816,0.00008299,0.6389,0:56:30.000,2021-10-28 15:12:47
119,CCCV DChg,2,1,2,-0.00008816,0.00008373,0.6380,0:57:00.000,2021-10-28 15:13:17
120,CCCV DChg,2,1,2,-0.00008816,0.00008446,0.6355,0:57:30.000,2021-10-28 15:13:47
121,CCCV DChg,2,1,2,-0.00008816,0.00008520,0.6343,0:58:00.000,2021-10-28 15:14:17
122,CCCV DChg,2,1,2,-0.00008810,0.00008593,0.6349,0:58:30.000,2021-10-28 15:14:47
123,CCCV DChg,2,1,2,-0.00008810,0.00008667,0.6336,0:59:00.000,2021-10-28 15:15:17
124,CCCV DChg,2,1,2,-0.00008816,0.00008740,0.6330,0:59:30.000,2021-10-28 15:15:47
125,CCCV DChg,2,1,2,-0.00008810,0.00008814,0.6352,1:00:00.000,2021-10-28 15:16:17
126,CCCV DChg,2,1,2,-0.00008816,0.00008887,0.6339,1:00:30.000,2021-10-28 15:16:47
127,CCCV DChg,2,1,2,-0.00008816,0.00008960,0.6339,1:01:00.000,2021-10-28 15:17:17
128,CCCV DChg,2,1,2,-0.00008816,0.00009034,0.6327,1:01:30.000,2021-10-28 15:17:47
129,CCCV DChg,2,1,2,-0.00008810,0.00009107,0.6321,1:02:00.000,2021-10-28 15:18:17
130,CCCV DChg,2,1,2,-0.00008816,0.00009181,0.6321,1:02:30.000,2021-10-28 15:18:47
131,CCCV DChg,2,1,2,-0.00008810,0.00009254,0.6315,1:03:00.000,2021-10-28 15:19:17
132,CCCV DChg,2,1,2,-0.00008816,0.00009328,0.6352,1:03:30.000,2021-10-28 15:19:47
133,CCCV DChg,2,1,2,-0.00008810,0.00009401,0.6343,1:04:00.000,2021-10-28 15:20:17
134,CCCV DChg,2,1,2,-0.00008810,0.00009474,0.6349,1:04:30.000,2021-10-28 15:20:47
135,CCCV DChg,2,1,2,-0.00008816,0.00009548,0.6361,1:05:00.000,2021-10-28 15:21:17
136,CCCV DChg,2,1,2,-0.00008810,0.00009621,0.6380,1:05:30.000,2021-10-28 15:21:47
137,CCCV DChg,2,1,2,-0.00008810,0.00009695,0.6392,1:06:00.000,2021-10-28 15:22:17
138,CCCV DChg,2,1,2,-0.00008810,0.00009768,0.6377,1:06:30.000,2021-10-28 15:22:47
139,CCCV DChg,2,1,2,-0.00008810,0.00009842,0.6339,1:07:00.000,2021-10-28 15:23:17
140,CCCV DChg,2,1,2,-0.00008816,0.00009915,0.6318,1:07:30.000,2021-10-28 15:23:47
141,CCCV DChg,2,1,2,-0.00008816,0.00009989,0.6327,1:08:00.000,2021-10-28 15:24:17
142,CCCV DChg,2,1,2,-0.00008810,0.00010062,0.6302,1:08:30.000,2021-10-28 15:24:47
143,CCCV DChg,2,1,2,-0.00008816,0.00010135,0.6302,1:09:00.000,2021-10-28 15:25:17
144,CCCV DChg,2,1,2,-0.00008816,0.00010209,0.6274,1:09:30.000,2021-10-28 15:25:47
145,CCCV DChg,2,1,2,-0.00008810,0.00010282,0.6243,1:10:00.000,2021-10-28 15:26:17
146,CCCV DChg,2,1,2,-0.00008810,0.00010356,0.6231,1:10:30.000,2021-10-28 15:26:47
147,CCCV DChg,2,1,2,-0.00008810,0.00010429,0.6215,1:11:00.000,2021-10-28 15:27:17
148,CCCV DChg,2,1,2,-0.00008810,0.00010503,0.6253,1:11:30.000,2021-10-28 15:27:47
149,CCCV DChg,2,1,2,-0.00008816,0.00010576,0.6296,1:12:00.000,2021-10-28 15:28:17
150,CCCV DChg,2,1,2,-0.00008810,0.00010649,0.6277,1:12:30.000,2021-10-28 15:28:47
151,CCCV DChg,2,1,2,-0.00008816,0.00010723,0.6262,1:13:00.000,2021-10-28 15:29:17
152,CCCV DChg,2,1,2,-0.00008816,0.00010796,0.6262,1:13:30.000,2021-10-28 15:29:47
153,CCCV DChg,2,1,2,-0.00008810,0.00010870,0.6243,1:14:00.000,2021-10-28 15:30:17
154,CCCV DChg,2,1,2,-0.00008816,0.00010943,0.6225,1:14:30.000,2021-10-28 15:30:47
155,CCCV DChg,2,1,2,-0.00008816,0.00011017,0.6234,1:15:00.000,2021-10-28 15:31:17
156,CCCV DChg,2,1,2,-0.00008816,0.00011090,0.6240,1:15:30.000,2021-10-28 15:31:47
157,CCCV DChg,2,1,2,-0.00008810,0.00011164,0.6237,1:16:00.000,2021-10-28 15:32:17
158,CCCV DChg,2,1,2,-0.00008816,0.00011237,0.6234,1:16:30.000,2021-10-28 15:32:47
159,CCCV DChg,2,1,2,-0.00008816,0.00011310,0.6218,1:17:00.000,2021-10-28 15:33:17
160,CCCV DChg,2,1,2,-0.00008810,0.00011384,0.6246,1:17:30.000,2021-10-28 15:33:47
161,CCCV DChg,2,1,2,-0.00008810,0.00011457,0.6274,1:18:00.000,2021-10-28 15:34:17
162,CCCV DChg,2,1,2,-0.00008810,0.00011531,0.6284,1:18:30.000,2021-10-28 15:34:47
163,CCCV DChg,2,1,2,-0.00008810,0.00011604,0.6274,1:19:00.000,2021-10-28 15:35:17
164,CCCV DChg,2,1,2,-0.00008810,0.00011678,0.6256,1:19:30.000,2021-10-28 15:35:47
165,CCCV DChg,2,1,2,-0.00008810,0.00011751,0.6231,1:20:00.000,2021-10-28 15:36:17
166,CCCV DChg,2,1,2,-0.00008816,0.00011825,0.6225,1:20:30.000,2021-10-28 15:36:47
167,CCCV DChg,2,1,2,-0.00008810,0.00011898,0.6228,1:21:00.000,2021-10-28 15:37:17
168,CCCV DChg,2,1,2,-0.00008816,0.00011971,0.6209,1:21:30.000,2021-10-28 15:37:47
169,CCCV DChg,2,1,2,-0.00008816,0.00012045,0.6169,1:22:00.000,2021-10-28 15:38:17
170,CCCV DChg,2,1,2,-0.00008816,0.00012118,0.6138,1:22:30.000,2021-10-28 15:38:47
171,CCCV DChg,2,1,2,-0.00008816,0.00012192,0.6122,1:23:00.000,2021-10-28 15:39:17
172,CCCV DChg,2,1,2,-0.00008810,0.00012265,0.6104,1:23:30.000,2021-10-28 15:39:47
173,CCCV DChg,2,1,2,-0.00008810,0.00012339,0.6088,1:24:00.000,2021-10-28 15:40:17
174,CCCV DChg,2,1,2,-0.00008816,0.00012412,0.6063,1:24:30.000,2021-10-28 15:40:47
175,CCCV DChg,2,1,2,-0.00008810,0.00012485,0.6063,1:25:00.000,2021-10-28 15:41:17
176,CCCV DChg,2,1,2,-0.00008816,0.00012559,0.6104,1:25:30.000,2021-10-28 15:41:47
177,CCCV DChg,2,1,2,-0.00008810,0.00012632,0.6094,1:26:00.000,2021-10-28 15:42:17
178,CCCV DChg,2,1,2,-0.00008810,0.00012706,0.6104,1:26:30.000,2021-10-28 15:42:47
179,CCCV DChg,2,1,2,-0.00008810,0.00012779,0.6091,1:27:00.000,2021-10-28 15:43:17
180,CCCV DChg,2,1,2,-0.00008810,0.00012853,0.6094,1:27:30.000,2021-10-28 15:43:47
181,CCCV DChg,2,1,2,-0.00008816,0.00012926,0.6104,1:28:00.000,2021-10-28 15:44:17
182,CCCV DChg,2,1,2,-0.00008810,0.00013000,0.6082,1:28:30.000,2021-10-28 15:44:47
183,CCCV DChg,2,1,2,-0.00008810,0.00013073,0.6067,1:29:00.000,2021-10-28 15:45:17
184,CCCV DChg,2,1,2,-0.00008810,0.00013146,0.6045,1:29:30.000,2021-10-28 15:45:47
185,CCCV DChg,2,1,2,-0.00008810,0.00013220,0.6020,1:30:00.000,2021-10-28 15:46:17
186,CCCV DChg,2,1,2,-0.00008810,0.00013293,0.5998,1:30:30.000,2021-10-28 15:46:47
187,CCCV DChg,2,1,2,-0.00008816,0.00013367,0.5992,1:31:00.000,2021-10-28 15:47:17
188,CCCV DChg,2,1,2,-0.00008816,0.00013440,0.5980,1:31:30.000,2021-10-28 15:47:47
189,CCCV DChg,2,1,2,-0.00008816,0.00013514,0.5986,1:32:00.000,2021-10-28 15:48:17
190,CCCV DChg,2,1,2,-0.00008816,0.00013587,0.5992,1:32:30.000,2021-10-28 15:48:47
191,CCCV DChg,2,1,2,-0.00008816,0.00013661,0.5967,1:33:00.000,2021-10-28 15:49:17
192,CCCV DChg,2,1,2,-0.00008810,0.00013734,0.5964,1:33:30.000,2021-10-28 15:49:47
193,CCCV DChg,2,1,2,-0.00008810,0.00013807,0.5958,1:34:00.000,2021-10-28 15:50:17
194,CCCV DChg,2,1,2,-0.00008810,0.00013881,0.5949,1:34:30.000,2021-10-28 15:50:47
195,CCCV DChg,2,1,2,-0.00008816,0.00013954,0.5936,1:35:00.000,2021-10-28 15:51:17
196,CCCV DChg,2,1,2,-0.00008816,0.00014028,0.5927,1:35:30.000,2021-10-28 15:51:47
197,CCCV DChg,2,1,2,-0.00008816,0.00014101,0.5927,1:36:00.000,2021-10-28 15:52:17
198,CCCV DChg,2,1,2,-0.00008816,0.00014175,0.5930,1:36:30.000,2021-10-28 15:52:47
199,CCCV DChg,2,1,2,-0.00008810,0.00014248,0.5912,1:37:00.000,2021-10-28 15:53:17
200,CCCV DChg,2,1,2,-0.00008810,0.00014321,0.5890,1:37:30.000,2021-10-28 15:53:47
201,CCCV DChg,2,1,2,-0.00008816,0.00014395,0.5881,1:38:00.000,2021-10-28 15:54:17
202,CCCV DChg,2,1,2,-0.00008810,0.00014468,0.5893,1:38:30.000,2021-10-28 15:54:47
203,CCCV DChg,2,1,2,-0.00008810,0.00014542,0.5887,1:39:00.000,2021-10-28 15:55:17
204,CCCV DChg,2,1,2,-0.00008816,0.00014615,0.5908,1:39:30.000,2021-10-28 15:55:47
205,CCCV DChg,2,1,2,-0.00008816,0.00014689,0.5902,1:40:00.000,2021-10-28 15:56:17
206,CCCV DChg,2,1,2,-0.00008816,0.00014762,0.5912,1:40:30.000,2021-10-28 15:56:47
207,CCCV DChg,2,1,2,-0.00008810,0.00014836,0.5899,1:41:00.000,2021-10-28 15:57:17
208,CCCV DChg,2,1,2,-0.00008816,0.00014909,0.5890,1:41:30.000,2021-10-28 15:57:47
209,CCCV DChg,2,1,2,-0.00008810,0.00014982,0.5868,1:42:00.000,2021-10-28 15:58:17
210,CCCV DChg,2,1,2,-0.00008810,0.00015056,0.5840,1:42:30.000,2021-10-28 15:58:47
211,CCCV DChg,2,1,2,-0.00008816,0.00015129,0.5840,1:43:00.000,2021-10-28 15:59:17
212,CCCV DChg,2,1,2,-0.00008810,0.00015203,0.5828,1:43:30.000,2021-10-28 15:59:47
213,CCCV DChg,2,1,2,-0.00008810,0.00015276,0.5815,1:44:00.000,2021-10-28 16:00:17
214,CCCV DChg,2,1,2,-0.00008810,0.00015350,0.5791,1:44:30.000,2021-10-28 16:00:47
215,CCCV DChg,2,1,2,-0.00008810,0.00015423,0.5784,1:45:00.000,2021-10-28 16:01:17
216,CCCV DChg,2,1,2,-0.00008810,0.00015496,0.5784,1:45:30.000,2021-10-28 16:01:47
217,CCCV DChg,2,1,2,-0.00008810,0.00015570,0.5781,1:46:00.000,2021-10-28 16:02:17
218,CCCV DChg,2,1,2,-0.00008816,0.00015643,0.5778,1:46:30.000,2021-10-28 16:02:47
219,CCCV DChg,2,1,2,-0.00008816,0.00015717,0.5757,1:47:00.000,2021-10-28 16:03:17
220,CCCV DChg,2,1,2,-0.00008810,0.00015790,0.5735,1:47:30.000,2021-10-28 16:03:47
221,CCCV DChg,2,1,2,-0.00008816,0.00015864,0.5713,1:48:00.000,2021-10-28 16:04:17
222,CCCV DChg,2,1,2,-0.00008810,0.00015937,0.5701,1:48:30.000,2021-10-28 16:04:47
223,CCCV DChg,2,1,2,-0.00008810,0.00016010,0.5698,1:49:00.000,2021-10-28 16:05:17
224,CCCV DChg,2,1,2,-0.00008816,0.00016084,0.5688,1:49:30.000,2021-10-28 16:05:47
225,CCCV DChg,2,1,2,-0.00008816,0.00016157,0.5676,1:50:00.000,2021-10-28 16:06:17
226,CCCV DChg,2,1,2,-0.00008810,0.00016231,0.5664,1:50:30.000,2021-10-28 16:06:47
227,CCCV DChg,2,1,2,-0.00008810,0.00016304,0.5685,1:51:00.000,2021-10-28 16:07:17
228,CCCV DChg,2,1,2,-0.00008810,0.00016378,0.5676,1:51:30.000,2021-10-28 16:07:47
229,CCCV DChg,2,1,2,-0.00008810,0.00016451,0.5660,1:52:00.000,2021-10-28 16:08:17
230,CCCV DChg,2,1,2,-0.00008816,0.00016525,0.5648,1:52:30.000,2021-10-28 16:08:47
231,CCCV DChg,2,1,2,-0.00008810,0.00016598,0.5636,1:53:00.000,2021-10-28 16:09:17
232,CCCV DChg,2,1,2,-0.00008810,0.00016671,0.5626,1:53:30.000,2021-10-28 16:09:47
233,CCCV DChg,2,1,2,-0.00008810,0.00016745,0.5626,1:54:00.000,2021-10-28 16:10:17
234,CCCV DChg,2,1,2,-0.00008816,0.00016818,0.5623,1:54:30.000,2021-10-28 16:10:47
235,CCCV DChg,2,1,2,-0.00008810,0.00016892,0.5608,1:55:00.000,2021-10-28 16:11:17
236,CCCV DChg,2,1,2,-0.00008810,0.00016965,0.5598,1:55:30.000,2021-10-28 16:11:47
237,CCCV DChg,2,1,2,-0.00008816,0.00017039,0.5580,1:56:00.000,2021-10-28 16:12:17
238,CCCV DChg,2,1,2,-0.00008810,0.00017112,0.5561,1:56:30.000,2021-10-28 16:12:47
239,CCCV DChg,2,1,2,-0.00008810,0.00017185,0.5561,1:57:00.000,2021-10-28 16:13:17
240,CCCV DChg,2,1,2,-0.00008816,0.00017259,0.5546,1:57:30.000,2021-10-28 16:13:47
241,CCCV DChg,2,1,2,-0.00008816,0.00017332,0.5536,1:58:00.000,2021-10-28 16:14:17
242,CCCV DChg,2,1,2,-0.00008816,0.00017406,0.5530,1:58:30.000,2021-10-28 16:14:47
243,CCCV DChg,2,1,2,-0.00008816,0.00017479,0.5518,1:59:00.000,2021-10-28 16:15:17
244,CCCV DChg,2,1,2,-0.00008810,0.00017553,0.5505,1:59:30.000,2021-10-28 16:15:47
245,CCCV DChg,2,1,2,-0.00008810,0.00017626,0.5493,2:00:00.000,2021-10-28 16:16:17
246,CCCV DChg,2,1,2,-0.00008816,0.00017699,0.5478,2:00:30.000,2021-10-28 16:16:47
247,CCCV DChg,2,1,2,-0.00008810,0.00017773,0.5462,2:01:00.000,2021-10-28 16:17:17
248,CCCV DChg,2,1,2,-0.00008810,0.00017846,0.5450,2:01:30.000,2021-10-28 16:17:47
249,CCCV DChg,2,1,2,-0.00008810,0.00017920,0.5434,2:02:00.000,2021-10-28 16:18:17
250,CCCV DChg,2,1,2,-0.00008810,0.00017993,0.5425,2:02:30.000,2021-10-28 16:18:47
251,CCCV DChg,2,1,2,-0.00008810,0.00018067,0.5416,2:03:00.000,2021-10-28 16:19:17
252,CCCV DChg,2,1,2,-0.00008816,0.00018140,0.5400,2:03:30.000,2021-10-28 16:19:47
253,CCCV DChg,2,1,2,-0.00008810,0.00018214,0.5412,2:04:00.000,2021-10-28 16:20:17
