1.000079631805419922e+00,4.456900060176849365e-02,-1.089960336685180664e-03,-4.208062589168548584e-02,3.297429531812667847e-03,-4.757913574576377869e-02,-7.432214915752410889e-03,-3.647449612617492676e-02,8.729565888643264771e-03,-5.253609269857406616e-02,-1.392691954970359802e-02,-3.868374601006507874e-02
-9.005934000015258789e-03,9.969384670257568359e-01,-7.876950502395629883e-02,3.592997789382934570e-03,8.550615608692169189e-02,-1.371829072013497353e-03,-9.639614820480346680e-02,-7.839445024728775024e-04,8.826520293951034546e-02,-2.020402997732162476e-02,-9.985234588384628296e-02,-2.186982333660125732e-02
-1.225471496582031250e-04,8.767306804656982422e-03,9.966098070144653320e-01,1.252199113368988037e-01,-3.939062356948852539e-03,9.705752879381179810e-02,1.121887192130088806e-02,7.228751480579376221e-02,-1.354780048131942749e-02,1.026428788900375366e-01,2.361646667122840881e-02,7.512900978326797485e-02
3.049671649932861328e-04,-1.140654087066650391e-03,-4.287804663181304932e-02,9.911668896675109863e-01,-1.435867995023727417e-01,-2.945780754089355469e-03,1.190084889531135559e-01,-1.582667231559753418e-03,-1.056588441133499146e-01,2.118106931447982788e-02,1.177178248763084412e-01,2.234598621726036072e-02
6.620667409151792526e-05,-1.267127692699432373e-03,-4.604831337928771973e-04,4.366421699523925781e-02,9.882097244262695312e-01,-1.930351555347442627e-01,-9.957909584045410156e-03,-9.466439485549926758e-02,1.062257587909698486e-02,-1.249124035239219666e-01,-2.327628247439861298e-02,-8.904160559177398682e-02
1.480355858802795410e-04,4.880800843238830566e-04,-4.136184230446815491e-03,2.971231937408447266e-03,7.989087700843811035e-02,9.773158431053161621e-01,2.111295908689498901e-01,-1.613073050975799561e-02,-1.294607520103454590e-01,1.773130148649215698e-02,1.371015608310699463e-01,1.266935467720031738e-02
-6.431341171264648438e-05,5.672052502632141113e-04,2.011787146329879761e-04,-6.694175302982330322e-03,-1.315370202064514160e-03,-8.255079388618469238e-02,9.749658107757568359e-01,2.068095952272415161e-01,4.045501351356506348e-03,1.532820016145706177e-01,1.583274826407432556e-02,9.489236027002334595e-02
-2.041831612586975098e-05,6.632469594478607178e-04,-1.062091439962387085e-03,-3.129045013338327408e-03,9.865723550319671631e-03,-6.707549095153808594e-03,-1.122549474239349365e-01,8.199623823165893555e-01,-2.392222285270690918e-01,8.284628391265869141e-03,1.400941610336303711e-01,-1.274016499519348145e-01
-1.992452889680862427e-04,-7.401406764984130859e-05,9.076967835426330566e-04,1.468241214752197266e-03,-2.558633685111999512e-03,1.052964851260185242e-02,1.014653593301773071e-02,1.268158853054046631e-01,7.861869335174560547e-01,-2.838647961616516113e-01,-8.463144302368164062e-03,-1.512177139520645142e-01
1.068785786628723145e-05,4.987157881259918213e-04,-2.897898666560649872e-04,-9.432882070541381836e-04,1.749753952026367188e-03,-4.252161830663681030e-03,-1.384877786040306091e-02,-1.229295879602432251e-02,1.226889193058013916e-01,7.820172309875488281e-01,2.965650260448455811e-01,1.619099080562591553e-02
-2.922490239143371582e-05,4.259906709194183350e-04,-6.818398833274841309e-05,-1.598972827196121216e-03,2.111867070198059082e-04,-8.677333593368530273e-03,1.163084059953689575e-03,-9.515640884637832642e-02,1.288527250289916992e-02,-1.129376143217086792e-01,7.600103616714477539e-01,2.521860897541046143e-01
-5.450844764709472656e-05,9.089298546314239502e-04,-2.319691702723503113e-04,-3.231775946915149689e-03,6.484687328338623047e-04,-1.175492629408836365e-02,-4.720762372016906738e-04,-1.333583742380142212e-01,3.307889401912689209e-02,1.014661043882369995e-02,-1.689842641353607178e-01,6.236878633499145508e-01
