9.998021721839904785e-01,6.321964412927627563e-02,1.952678780071437359e-03,-7.224892079830169678e-02,-9.956016205251216888e-03,-8.801725506782531738e-02,1.869854144752025604e-02,1.025464907288551331e-01,3.923709690570831299e-02,1.214194521307945251e-01
-6.203763652592897415e-03,9.993095993995666504e-01,1.210953816771507263e-01,-6.936063524335622787e-03,-1.402682363986968994e-01,-2.482507564127445221e-02,1.612963527441024780e-01,4.804790392518043518e-02,1.902139335870742798e-01,8.854774385690689087e-02
8.570392674300819635e-05,-1.185427419841289520e-02,9.947879314422607422e-01,-1.826072931289672852e-01,-1.560940314084291458e-02,-1.708589345216751099e-01,2.962370961904525757e-02,1.947875618934631348e-01,6.783336400985717773e-02,2.295444011688232422e-01
1.572513137944042683e-04,7.650732295587658882e-04,4.476369172334671021e-02,9.880209565162658691e-01,2.256949692964553833e-01,1.816202513873577118e-02,-2.041266113519668579e-01,-4.543896019458770752e-02,-2.350756973028182983e-01,-9.379114955663681030e-02
6.980674697842914611e-06,1.105432631447911263e-03,4.761503369081765413e-04,-5.110959708690643311e-02,9.843382239341735840e-01,2.902902662754058838e-01,-2.574416063725948334e-02,-2.494031041860580444e-01,-7.129203528165817261e-02,-2.845348715782165527e-01
2.078837133012712002e-05,7.766571070533245802e-05,2.853133017197251320e-03,2.216826658695936203e-03,-7.986219227313995361e-02,9.742403030395507812e-01,-3.304020762443542480e-01,-4.136656969785690308e-02,-2.853856980800628662e-01,-9.248895943164825439e-02
-2.768647391349077225e-06,8.616293780505657196e-05,5.521182320080697536e-04,2.760615432634949684e-03,-2.199897542595863342e-03,9.074371308088302612e-02,9.535602927207946777e-01,3.939776122570037842e-01,4.456546157598495483e-02,3.206822872161865234e-01
-1.394899186379916500e-06,1.199643156724050641e-04,5.841958045493811369e-05,-5.403147661127150059e-04,6.400981917977333069e-03,-4.864285583607852459e-04,-1.214396134018898010e-01,9.434442520141601562e-01,4.335848689079284668e-01,5.901554226875305176e-02
1.123822528370510554e-07,6.754675996489822865e-05,2.150896762032061815e-04,2.050783659797161818e-04,1.101547022699378431e-04,7.920689880847930908e-03,1.397583517245948315e-03,-1.253929883241653442e-01,9.271307587623596191e-01,4.998076260089874268e-01
1.789867809520728770e-07,1.544434439892938826e-06,-2.434855741739738733e-05,-2.230116706414264627e-06,6.732054171152412891e-04,-4.519835347309708595e-04,-8.417669683694839478e-03,6.509745493531227112e-03,-1.557763963937759399e-01,9.101878404617309570e-01
