Cycle,Direction,Voltage(V),Specific Capacity (mAh/g),Current(A),status,Electrode Type
2,Discharge,0.1367,67.14072415080253,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1364,67.41321388577826,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1357,67.68943635684957,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1354,67.9619260918253,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1351,68.2381485628966,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1348,68.51063829787233,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1345,68.78686076894363,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1339,69.05935050391936,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1336,69.3318402388951,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1333,69.60806270996639,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1329,69.88055244494213,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1323,70.15677491601343,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.132,70.42926465098915,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1317,70.7017543859649,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1314,70.9779768570362,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1305,71.25046659201193,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1302,71.52668906308324,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1298,71.79917879805897,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1292,72.07540126913027,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1289,72.34789100410602,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1283,72.62038073908174,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.128,72.89660321015305,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1277,73.16909294512878,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1274,73.44531541620007,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1267,73.71780515117581,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1264,73.99029488615155,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1258,74.26651735722284,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1255,74.53900709219857,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1252,74.81522956326987,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1249,75.0877192982456,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1243,75.36394176931691,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.124,75.63643150429263,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1236,75.90892123926838,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1233,76.18514371033967,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1227,76.45763344531541,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1224,76.7338559163867,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1221,77.00634565136245,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1215,77.27883538633817,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1215,77.55505785740948,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1212,77.82754759238522,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1209,78.10377006345651,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1205,78.37625979843224,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1202,78.65248226950354,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1199,78.92497200447927,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1196,79.19746173945501,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1196,79.4736842105263,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1193,79.74617394550204,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.119,80.02239641657334,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.119,80.29488615154906,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1187,80.56737588652481,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1184,80.84359835759611,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1181,81.11608809257184,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1181,81.39231056364314,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1178,81.66480029861889,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1174,81.94102276969018,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1174,82.21351250466591,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1171,82.48600223964165,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1168,82.76222471071294,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1168,83.03471444568869,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1165,83.31093691675997,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1165,83.58342665173572,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1162,83.85591638671146,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1162,84.13213885778275,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1159,84.40462859275848,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1156,84.68085106382978,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1156,84.95334079880551,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1153,85.22956326987682,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1147,85.50205300485256,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1147,85.77454273982829,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1143,86.05076521089958,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1143,86.32325494587532,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.114,86.59947741694661,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.114,86.87196715192235,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1137,87.14445688689808,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1137,87.42067935796938,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1134,87.69316909294513,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1131,87.9693915640164,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1131,88.24188129899215,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1128,88.51810377006345,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1128,88.79059350503918,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1125,89.06308324001492,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1125,89.33930571108621,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1125,89.61179544606195,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1122,89.88801791713325,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1122,90.16050765210899,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1119,90.43299738708473,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1119,90.70921985815602,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1119,90.98170959313175,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1119,91.25793206420305,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1119,91.53042179917878,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1116,91.80291153415453,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1116,92.07913400522581,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1116,92.35162374020156,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1116,92.62784621127284,-8.804e-05,CCCV DChg,Uncalendered
2,Discharge,0.1116,92.90033594624859,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1116,93.17655841731988,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1116,93.44904815229562,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1116,93.72153788727135,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1116,93.99776035834266,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1116,94.27025009331838,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1116,94.54647256438969,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1116,94.81896229936542,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1116,95.09145203434115,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1116,95.36767450541245,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1116,95.64016424038819,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1116,95.91638671145948,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1116,96.18887644643523,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1116,96.46509891750651,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1116,96.73758865248224,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1116,97.010078387458,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1116,97.28630085852929,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1116,97.55879059350501,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1116,97.83501306457632,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1116,98.10750279955205,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1116,98.3799925345278,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1116,98.65621500559908,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1116,98.92870474057482,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1116,99.20492721164614,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1116,99.47741694662186,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1116,99.75363941769317,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1116,100.0261291526689,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1116,100.29861888764465,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1112,100.57484135871593,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1112,100.84733109369166,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1116,101.12355356476297,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1112,101.39604329973871,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1112,101.66853303471444,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1112,101.94475550578574,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1112,102.21724524076149,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1112,102.49346771183278,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1112,102.7659574468085,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1112,103.0421799178798,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1112,103.31466965285554,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1112,103.58715938783126,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1112,103.86338185890257,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1112,104.1358715938783,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1112,104.41209406494961,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1112,104.68458379992533,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1112,104.95707353490107,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1112,105.23329600597238,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1109,105.50578574094811,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1109,105.78200821201939,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1112,106.05449794699514,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1109,106.33072041806643,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1109,106.60321015304218,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1109,106.8756998880179,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1109,107.1519223590892,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1109,107.42441209406495,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1109,107.70063456513624,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1109,107.97312430011196,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1109,108.24561403508771,-8.804e-05,CCCV DChg,Uncalendered
2,Discharge,0.1109,108.521836506159,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1109,108.79432624113473,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1109,109.07054871220603,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1106,109.34303844718177,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1109,109.61926091825308,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1106,109.8917506532288,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1106,110.16424038820455,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1106,110.44046285927584,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1106,110.71295259425159,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1106,110.98917506532285,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1106,111.2616648002986,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1106,111.53415453527435,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1106,111.81037700634565,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1106,112.08286674132137,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1106,112.35908921239267,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1103,112.63157894736841,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1106,112.90780141843972,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1103,113.18029115341544,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1103,113.45278088839117,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1103,113.72900335946248,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1103,114.0014930944382,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1103,114.2777155655095,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1103,114.55020530048525,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1103,114.82269503546098,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1103,115.09891750653226,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1103,115.37140724150801,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1103,115.6476297125793,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.11,115.92011944755505,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.11,116.19260918253077,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.11,116.46883165360207,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.11,116.74132138857782,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.11,117.01754385964911,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.11,117.29003359462483,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.11,117.56625606569614,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.11,117.83874580067187,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.11,118.11123553564761,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.11,118.3874580067189,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.11,118.65994774169465,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1097,118.93617021276594,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1097,119.20865994774167,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1097,119.48114968271742,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1097,119.75737215378871,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1097,120.02986188876446,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1097,120.30608435983574,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1097,120.57857409481147,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1097,120.85106382978722,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1097,121.12728630085851,-8.804e-05,CCCV DChg,Uncalendered
2,Discharge,0.1094,121.39977603583424,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1094,121.67599850690556,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1094,121.94848824188131,-8.804e-05,CCCV DChg,Uncalendered
2,Discharge,0.1094,122.22471071295259,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1094,122.49720044792832,-8.804e-05,CCCV DChg,Uncalendered
2,Discharge,0.1094,122.76969018290407,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1094,123.04591265397536,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1094,123.31840238895109,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1091,123.59462486002239,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1091,123.86711459499813,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1091,124.13960432997388,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1091,124.41582680104516,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1091,124.68831653602089,-8.804e-05,CCCV DChg,Uncalendered
2,Discharge,0.1091,124.9645390070922,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1091,125.23702874206792,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1091,125.50951847704367,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1088,125.78574094811496,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1088,126.05823068309071,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1088,126.33445315416198,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1088,126.60694288913773,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1088,126.88316536020902,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1088,127.15565509518477,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1088,127.42814483016049,-8.804e-05,CCCV DChg,Uncalendered
2,Discharge,0.1088,127.7043673012318,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1088,127.97685703620753,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1085,128.25307950727884,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1085,128.52556924225456,-8.804e-05,CCCV DChg,Uncalendered
2,Discharge,0.1085,128.7980589772303,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1085,129.0742814483016,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1085,129.34677118327733,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1081,129.62299365434862,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1085,129.89548338932437,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1085,130.16797312430012,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1081,130.44419559537138,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1081,130.71668533034713,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1081,130.99290780141843,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1081,131.26539753639418,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1081,131.5378872713699,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1078,131.8141097424412,-8.804e-05,CCCV DChg,Uncalendered
2,Discharge,0.1078,132.08659947741694,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1078,132.36282194848823,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1078,132.63531168346395,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1078,132.91153415453525,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1078,133.184023889511,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1078,133.45651362448672,-8.804e-05,CCCV DChg,Uncalendered
2,Discharge,0.1075,133.732736095558,-8.804e-05,CCCV DChg,Uncalendered
2,Discharge,0.1075,134.00522583053376,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1075,134.28144830160505,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1075,134.5539380365808,-8.804e-05,CCCV DChg,Uncalendered
2,Discharge,0.1075,134.82642777155652,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1075,135.10265024262785,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1069,135.37513997760357,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1069,135.65136244867486,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1069,135.9238521836506,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1069,136.19634191862633,-8.804e-05,CCCV DChg,Uncalendered
2,Discharge,0.1069,136.47256438969765,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1066,136.74505412467337,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1066,137.02127659574467,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1066,137.29376633072042,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1066,137.5699888017917,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1066,137.84247853676743,-8.804e-05,CCCV DChg,Uncalendered
2,Discharge,0.1063,138.11496827174318,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1063,138.39119074281447,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1063,138.6636804777902,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1063,138.9399029488615,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1063,139.21239268383724,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1063,139.484882418813,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.106,139.76110488988425,-8.804e-05,CCCV DChg,Uncalendered
2,Discharge,0.106,140.03359462486,-8.804e-05,CCCV DChg,Uncalendered
2,Discharge,0.106,140.3098170959313,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.106,140.58230683090704,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1057,140.85479656588276,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1057,141.13101903695406,-8.804e-05,CCCV DChg,Uncalendered
2,Discharge,0.1057,141.4035087719298,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1057,141.6797312430011,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1057,141.95222097797682,-8.804e-05,CCCV DChg,Uncalendered
2,Discharge,0.1057,142.22471071295257,-8.804e-05,CCCV DChg,Uncalendered
2,Discharge,0.1054,142.50093318402386,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1054,142.7734229189996,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1054,143.0496453900709,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1054,143.32213512504663,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.105,143.59462486002238,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.105,143.87084733109367,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.105,144.1433370660694,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.105,144.4195595371407,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1047,144.69204927211644,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1047,144.96453900709216,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1044,145.24076147816348,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1044,145.51325121313923,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1044,145.78947368421052,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1044,146.06196341918624,-8.804e-05,CCCV DChg,Uncalendered
2,Discharge,0.1041,146.33818589025756,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1041,146.61067562523328,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1041,146.883165360209,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1041,147.15938783128033,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1038,147.43187756625605,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1038,147.70810003732737,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1038,147.9805897723031,-8.804e-05,CCCV DChg,Uncalendered
2,Discharge,0.1038,148.2530795072788,-8.804e-05,CCCV DChg,Uncalendered
2,Discharge,0.1035,148.52930197835013,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1035,148.80179171332585,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1032,149.07801418439715,-8.804e-05,CCCV DChg,Uncalendered
2,Discharge,0.1032,149.3505039193729,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1032,149.62299365434865,-8.804e-05,CCCV DChg,Uncalendered
2,Discharge,0.1029,149.89921612541994,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1029,150.17170586039566,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1029,150.44792833146695,-8.804e-05,CCCV DChg,Uncalendered
2,Discharge,0.1029,150.7204180664427,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1026,150.99290780141843,-8.804e-05,CCCV DChg,Uncalendered
2,Discharge,0.1023,151.26913027248972,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1023,151.54162000746547,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1023,151.81784247853676,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1019,152.09033221351248,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1019,152.36282194848823,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1019,152.63904441955953,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1016,152.91153415453527,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1016,153.18775662560654,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1013,153.4602463605823,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1013,153.73273609555804,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1013,154.00895856662933,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.101,154.28144830160505,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.101,154.55767077267635,-8.804e-05,CCCV DChg,Uncalendered
2,Discharge,0.1007,154.8301605076521,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1007,155.10265024262782,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1004,155.3788727136991,-8.81e-05,CCCV DChg,Uncalendered
2,Discharge,0.1004,155.65136244867486,-8.804e-05,CCCV DChg,Uncalendered
2,Discharge,0.1001,155.92758491974615,-8.81e-05,CCCV DChg,Uncalendered
