Cycle,Direction,Voltage(V),Specific Capacity (mAh/g),Current(A),status,Electrode Type
3,Discharge,0.0598,373.76932898283445,-0.00014967,CCCV DChg,Calendered
3,Discharge,0.0592,374.1239892183289,-0.00014967,CCCV DChg,Calendered
3,Discharge,0.0592,374.47581217193937,-0.00014967,CCCV DChg,Calendered
3,Discharge,0.0589,374.83047240743366,-0.00014967,CCCV DChg,Calendered
3,Discharge,0.0585,375.18513264292807,-0.00014967,CCCV DChg,Calendered
3,Discharge,0.0585,375.5397928784225,-0.00014967,CCCV DChg,Calendered
3,Discharge,0.0582,375.8916158320329,-0.00014967,CCCV DChg,Calendered
3,Discharge,0.0579,376.2462760675274,-0.00014967,CCCV DChg,Calendered
3,Discharge,0.0576,376.6009363030218,-0.00014967,CCCV DChg,Calendered
3,Discharge,0.0576,376.9555965385161,-0.00014967,CCCV DChg,Calendered
3,Discharge,0.0573,377.30741949212654,-0.00014967,CCCV DChg,Calendered
3,Discharge,0.057,377.66207972762095,-0.00014973,CCCV DChg,Calendered
3,Discharge,0.0567,378.01673996311536,-0.00014967,CCCV DChg,Calendered
3,Discharge,0.0564,378.3714001986098,-0.00014967,CCCV DChg,Calendered
3,Discharge,0.0564,378.72322315222027,-0.00014967,CCCV DChg,Calendered
3,Discharge,0.0558,379.07788338771456,-0.00014967,CCCV DChg,Calendered
3,Discharge,0.0558,379.43254362320897,-0.00014967,CCCV DChg,Calendered
3,Discharge,0.0554,379.7843665768194,-0.00014967,CCCV DChg,Calendered
3,Discharge,0.0551,380.13902681231383,-0.00014967,CCCV DChg,Calendered
3,Discharge,0.0548,380.4936870478083,-0.00014967,CCCV DChg,Calendered
3,Discharge,0.0545,380.8483472833026,-0.00014967,CCCV DChg,Calendered
3,Discharge,0.0542,381.20017023691304,-0.00014967,CCCV DChg,Calendered
3,Discharge,0.0539,381.55483047240745,-0.00014967,CCCV DChg,Calendered
3,Discharge,0.0536,381.90949070790185,-0.00014967,CCCV DChg,Calendered
3,Discharge,0.0533,382.26415094339626,-0.00014967,CCCV DChg,Calendered
3,Discharge,0.053,382.6159738970067,-0.00014967,CCCV DChg,Calendered
3,Discharge,0.053,382.97063413250106,-0.00014967,CCCV DChg,Calendered
3,Discharge,0.0523,383.32529436799547,-0.00014967,CCCV DChg,Calendered
3,Discharge,0.0517,383.6771173216059,-0.00014967,CCCV DChg,Calendered
3,Discharge,0.0514,384.0317775571003,-0.00014967,CCCV DChg,Calendered
3,Discharge,0.0511,384.38643779259473,-0.00014967,CCCV DChg,Calendered
3,Discharge,0.0508,384.7410980280892,-0.00014967,CCCV DChg,Calendered
3,Discharge,0.0505,385.09292098169965,-0.00014967,CCCV DChg,Calendered
3,Discharge,0.0502,385.44758121719394,-0.00014967,CCCV DChg,Calendered
3,Discharge,0.0499,385.80224145268835,-0.00014756,CCCV DChg,Calendered
3,Discharge,0.0499,386.142715278763,-0.00014161,CCCV DChg,Calendered
3,Discharge,0.0502,386.4718399773018,-0.00013709,CCCV DChg,Calendered
3,Discharge,0.0502,386.7924528301887,-0.00013318,CCCV DChg,Calendered
3,Discharge,0.0499,387.1017165555398,-0.00012983,CCCV DChg,Calendered
3,Discharge,0.0499,387.40530571712304,-0.00012673,CCCV DChg,Calendered
3,Discharge,0.0499,387.7003830330544,-0.00012394,CCCV DChg,Calendered
3,Discharge,0.0502,387.99262306710176,-0.00012152,CCCV DChg,Calendered
3,Discharge,0.0499,388.2763512554973,-0.00011904,CCCV DChg,Calendered
3,Discharge,0.0499,388.5544048801249,-0.00011693,CCCV DChg,Calendered
3,Discharge,0.0499,388.8296212228685,-0.00011507,CCCV DChg,Calendered
3,Discharge,0.0502,389.0991630018442,-0.00011315,CCCV DChg,Calendered
3,Discharge,0.0499,389.36303021705214,-0.00011123,CCCV DChg,Calendered
3,Discharge,0.0499,389.62406015037595,-0.00010962,CCCV DChg,Calendered
3,Discharge,0.0499,389.8822528018159,-0.00010794,CCCV DChg,Calendered
3,Discharge,0.0502,390.13477088948787,-0.00010621,CCCV DChg,Calendered
3,Discharge,0.0499,390.3844516952759,-0.00010466,CCCV DChg,Calendered
3,Discharge,0.0502,390.63129521918006,-0.00010317,CCCV DChg,Calendered
3,Discharge,0.0502,390.8724641793162,-0.00010174,CCCV DChg,Calendered
3,Discharge,0.0499,391.1136331394524,-0.00010044,CCCV DChg,Calendered
3,Discharge,0.0499,391.3491275358207,-9.889e-05,CCCV DChg,Calendered
3,Discharge,0.0499,391.58178465030505,-9.765e-05,CCCV DChg,Calendered
3,Discharge,0.0499,391.80876720102145,-9.623e-05,CCCV DChg,Calendered
3,Discharge,0.0502,392.03574975173785,-9.505e-05,CCCV DChg,Calendered
3,Discharge,0.0502,392.2598950205703,-9.393e-05,CCCV DChg,Calendered
3,Discharge,0.0499,392.4812030075188,-9.263e-05,CCCV DChg,Calendered
3,Discharge,0.0499,392.6968364306995,-9.151e-05,CCCV DChg,Calendered
3,Discharge,0.0499,392.91246985388,-9.033e-05,CCCV DChg,Calendered
3,Discharge,0.0499,393.1252659951766,-8.909e-05,CCCV DChg,Calendered
3,Discharge,0.0499,393.33522485458934,-8.81e-05,CCCV DChg,Calendered
3,Discharge,0.0499,393.54234643211805,-8.705e-05,CCCV DChg,Calendered
3,Discharge,0.0499,393.7466307277628,-8.599e-05,CCCV DChg,Calendered
3,Discharge,0.0499,393.94807774152366,-8.5e-05,CCCV DChg,Calendered
3,Discharge,0.0499,394.14668747340045,-8.395e-05,CCCV DChg,Calendered
3,Discharge,0.0499,394.3452972052774,-8.296e-05,CCCV DChg,Calendered
3,Discharge,0.0502,394.54106965527035,-8.196e-05,CCCV DChg,Calendered
3,Discharge,0.0499,394.73116754149527,-8.091e-05,CCCV DChg,Calendered
3,Discharge,0.0499,394.92126542772024,-7.998e-05,CCCV DChg,Calendered
3,Discharge,0.0499,395.11136331394533,-7.899e-05,CCCV DChg,Calendered
3,Discharge,0.0499,395.29578663640234,-7.8e-05,CCCV DChg,Calendered
3,Discharge,0.0499,395.4802099588594,-7.694e-05,CCCV DChg,Calendered
3,Discharge,0.0499,395.6589587175486,-7.607e-05,CCCV DChg,Calendered
3,Discharge,0.0499,395.8377074762378,-7.508e-05,CCCV DChg,Calendered
3,Discharge,0.0499,396.016456234927,-7.428e-05,CCCV DChg,Calendered
3,Discharge,0.0499,396.1895304298483,-7.328e-05,CCCV DChg,Calendered
3,Discharge,0.0499,396.3626046247695,-7.242e-05,CCCV DChg,Calendered
3,Discharge,0.0502,396.53284153780686,-7.136e-05,CCCV DChg,Calendered
3,Discharge,0.0499,396.7002411689602,-7.049e-05,CCCV DChg,Calendered
3,Discharge,0.0499,396.86480351822956,-6.956e-05,CCCV DChg,Calendered
3,Discharge,0.0499,397.029365867499,-6.845e-05,CCCV DChg,Calendered
3,Discharge,0.0499,397.19109093488436,-6.777e-05,CCCV DChg,Calendered
3,Discharge,0.0499,397.34997872038593,-6.677e-05,CCCV DChg,Calendered
3,Discharge,0.0499,397.50602922400344,-6.591e-05,CCCV DChg,Calendered
3,Discharge,0.0499,397.66207972762095,-6.516e-05,CCCV DChg,Calendered
3,Discharge,0.0499,397.8152929493546,-6.417e-05,CCCV DChg,Calendered
3,Discharge,0.0502,397.96566888920415,-6.349e-05,CCCV DChg,Calendered
3,Discharge,0.0502,398.1132075471698,-6.281e-05,CCCV DChg,Calendered
3,Discharge,0.0499,398.26074620513555,-6.194e-05,CCCV DChg,Calendered
3,Discharge,0.0499,398.40544758121723,-6.101e-05,CCCV DChg,Calendered
3,Discharge,0.0499,398.550148957299,-6.032e-05,CCCV DChg,Calendered
3,Discharge,0.0499,398.6920130514967,-5.946e-05,CCCV DChg,Calendered
3,Discharge,0.0499,398.83103986381053,-5.865e-05,CCCV DChg,Calendered
3,Discharge,0.0499,398.9700666761243,-5.791e-05,CCCV DChg,Calendered
3,Discharge,0.0502,399.1062562065541,-5.716e-05,CCCV DChg,Calendered
3,Discharge,0.0499,399.23960845510004,-5.636e-05,CCCV DChg,Calendered
3,Discharge,0.0499,399.3729607036459,-5.574e-05,CCCV DChg,Calendered
3,Discharge,0.0499,399.5034756703079,-5.487e-05,CCCV DChg,Calendered
3,Discharge,0.0502,399.63115335508587,-5.431e-05,CCCV DChg,Calendered
3,Discharge,0.0499,399.7588310398639,-5.35e-05,CCCV DChg,Calendered
3,Discharge,0.0502,399.8836714427578,-5.27e-05,CCCV DChg,Calendered
3,Discharge,0.0499,400.00851184565187,-5.202e-05,CCCV DChg,Calendered
3,Discharge,0.0499,400.13051496666196,-5.146e-05,CCCV DChg,Calendered
3,Discharge,0.0499,400.25251808767206,-5.071e-05,CCCV DChg,Calendered
3,Discharge,0.0499,400.37168392679814,-5.009e-05,CCCV DChg,Calendered
3,Discharge,0.0499,400.4880124840403,-4.947e-05,CCCV DChg,Calendered
3,Discharge,0.0499,400.6043410412825,-4.873e-05,CCCV DChg,Calendered
3,Discharge,0.0499,400.71783231664074,-4.799e-05,CCCV DChg,Calendered
3,Discharge,0.0502,400.8313235919989,-4.743e-05,CCCV DChg,Calendered
3,Discharge,0.0499,400.9419775854731,-4.662e-05,CCCV DChg,Calendered
3,Discharge,0.0502,401.0526315789474,-4.606e-05,CCCV DChg,Calendered
3,Discharge,0.0499,401.16044829053766,-4.557e-05,CCCV DChg,Calendered
3,Discharge,0.0499,401.268265002128,-4.482e-05,CCCV DChg,Calendered
3,Discharge,0.0502,401.37324443183434,-4.42e-05,CCCV DChg,Calendered
3,Discharge,0.0502,401.47538657965674,-4.352e-05,CCCV DChg,Calendered
3,Discharge,0.0499,401.57752872747915,-4.296e-05,CCCV DChg,Calendered
3,Discharge,0.0499,401.6796708753015,-4.241e-05,CCCV DChg,Calendered
3,Discharge,0.0499,401.7789757412399,-4.172e-05,CCCV DChg,Calendered
3,Discharge,0.0499,401.8782806071784,-4.11e-05,CCCV DChg,Calendered
3,Discharge,0.0502,401.97474819123283,-4.061e-05,CCCV DChg,Calendered
3,Discharge,0.0502,402.0683784934033,-4.011e-05,CCCV DChg,Calendered
3,Discharge,0.0499,402.1620087955739,-3.949e-05,CCCV DChg,Calendered
3,Discharge,0.0502,402.2556390977444,-3.893e-05,CCCV DChg,Calendered
3,Discharge,0.0502,402.3464321180309,-3.844e-05,CCCV DChg,Calendered
3,Discharge,0.0499,402.43722513831756,-3.776e-05,CCCV DChg,Calendered
3,Discharge,0.0502,402.5251808767201,-3.732e-05,CCCV DChg,Calendered
3,Discharge,0.0499,402.61313661512276,-3.67e-05,CCCV DChg,Calendered
3,Discharge,0.0499,402.69825507164137,-3.621e-05,CCCV DChg,Calendered
3,Discharge,0.0502,402.78337352816004,-3.559e-05,CCCV DChg,Calendered
3,Discharge,0.0499,402.86849198467866,-3.503e-05,CCCV DChg,Calendered
3,Discharge,0.0502,402.9507731593134,-3.459e-05,CCCV DChg,Calendered
3,Discharge,0.0499,403.03021705206413,-3.41e-05,CCCV DChg,Calendered
3,Discharge,0.0499,403.1096609448149,-3.354e-05,CCCV DChg,Calendered
3,Discharge,0.0499,403.18910483756565,-3.311e-05,CCCV DChg,Calendered
3,Discharge,0.0499,403.26854873031635,-3.255e-05,CCCV DChg,Calendered
3,Discharge,0.0502,403.34515534118316,-3.211e-05,CCCV DChg,Calendered
3,Discharge,0.0499,403.418924670166,-3.162e-05,CCCV DChg,Calendered
3,Discharge,0.0502,403.49269399914886,-3.125e-05,CCCV DChg,Calendered
3,Discharge,0.0499,403.5664633281317,-3.075e-05,CCCV DChg,Calendered
3,Discharge,0.0502,403.64023265711455,-3.031e-05,CCCV DChg,Calendered
3,Discharge,0.0499,403.71116470421345,-2.982e-05,CCCV DChg,Calendered
3,Discharge,0.0499,403.77925946942827,-2.938e-05,CCCV DChg,Calendered
3,Discharge,0.0499,403.85019151652716,-2.895e-05,CCCV DChg,Calendered
3,Discharge,0.0499,403.91828628174216,-2.864e-05,CCCV DChg,Calendered
3,Discharge,0.0499,403.9835437650731,-2.814e-05,CCCV DChg,Calendered
3,Discharge,0.0499,404.04880124840406,-2.771e-05,CCCV DChg,Calendered
3,Discharge,0.0502,404.1140587317351,-2.74e-05,CCCV DChg,Calendered
3,Discharge,0.0499,404.17931621506597,-2.69e-05,CCCV DChg,Calendered
3,Discharge,0.0502,404.241736416513,-2.647e-05,CCCV DChg,Calendered
3,Discharge,0.0502,404.30415661796,-2.616e-05,CCCV DChg,Calendered
3,Discharge,0.0502,404.36657681940704,-2.56e-05,CCCV DChg,Calendered
3,Discharge,0.0499,404.4261597389701,-2.535e-05,CCCV DChg,Calendered
3,Discharge,0.0499,404.4857426585331,-2.498e-05,CCCV DChg,Calendered
3,Discharge,0.0499,404.5453255780962,-2.467e-05,CCCV DChg,Calendered
3,Discharge,0.0499,404.6020712157753,-2.424e-05,CCCV DChg,Calendered
3,Discharge,0.0499,404.6588168534544,-2.387e-05,CCCV DChg,Calendered
3,Discharge,0.0499,404.71556249113354,-2.356e-05,CCCV DChg,Calendered
3,Discharge,0.0499,404.7694708469287,-2.318e-05,CCCV DChg,Calendered
3,Discharge,0.0499,404.82621648460776,-2.287e-05,CCCV DChg,Calendered
3,Discharge,0.0499,404.87728755851896,-2.244e-05,CCCV DChg,Calendered
3,Discharge,0.0499,404.93119591431406,-2.207e-05,CCCV DChg,Calendered
3,Discharge,0.0499,404.98226698822526,-2.176e-05,CCCV DChg,Calendered
3,Discharge,0.0502,405.03333806213647,-2.145e-05,CCCV DChg,Calendered
3,Discharge,0.0502,405.0844091360477,-2.126e-05,CCCV DChg,Calendered
3,Discharge,0.0499,405.13548020995887,-2.095e-05,CCCV DChg,Calendered
3,Discharge,0.0499,405.1837140019861,-2.058e-05,CCCV DChg,Calendered
3,Discharge,0.0499,405.23194779401337,-2.027e-05,CCCV DChg,Calendered
3,Discharge,0.0502,405.28018158604056,-2.015e-05,CCCV DChg,Calendered
3,Discharge,0.0499,405.3255780961839,-1.971e-05,CCCV DChg,Calendered
3,Discharge,0.0499,405.37381188821115,-1.934e-05,CCCV DChg,Calendered
3,Discharge,0.0499,405.41920839835444,-1.903e-05,CCCV DChg,Calendered
3,Discharge,0.0499,405.4646049084977,-1.866e-05,CCCV DChg,Calendered
3,Discharge,0.0499,405.507164136757,-1.847e-05,CCCV DChg,Calendered
3,Discharge,0.0502,405.5497233650163,-1.822e-05,CCCV DChg,Calendered
3,Discharge,0.0502,405.5922825932757,-1.81e-05,CCCV DChg,Calendered
3,Discharge,0.0499,405.63484182153496,-1.779e-05,CCCV DChg,Calendered
3,Discharge,0.0499,405.6774010497943,-1.736e-05,CCCV DChg,Calendered
3,Discharge,0.0499,405.7171229961696,-1.723e-05,CCCV DChg,Calendered
3,Discharge,0.0499,405.759682224429,-1.698e-05,CCCV DChg,Calendered
3,Discharge,0.0499,405.7994041708044,-1.674e-05,CCCV DChg,Calendered
3,Discharge,0.0499,405.8391261171797,-1.636e-05,CCCV DChg,Calendered
3,Discharge,0.0499,405.8760107816712,-1.618e-05,CCCV DChg,Calendered
3,Discharge,0.0502,405.9157327280466,-1.593e-05,CCCV DChg,Calendered
3,Discharge,0.0499,405.95261739253795,-1.568e-05,CCCV DChg,Calendered
3,Discharge,0.0502,405.9895020570294,-1.543e-05,CCCV DChg,Calendered
3,Discharge,0.0502,406.0263867215208,-1.519e-05,CCCV DChg,Calendered
3,Discharge,0.0499,406.0462476947085,-1.494e-05,CCCV DChg,Calendered
3,Charge,0.0561,0.0,0.00014967,CCCV Chg,Calendered
3,Charge,0.0647,0.3546602354943964,0.0001498,CCCV Chg,Calendered
3,Charge,0.0669,0.7093204709887928,0.0001498,CCCV Chg,Calendered
3,Charge,0.0688,1.0611434245992342,0.0001498,CCCV Chg,Calendered
3,Charge,0.0703,1.4158036600936301,0.0001498,CCCV Chg,Calendered
3,Charge,0.0716,1.770463895588027,0.0001498,CCCV Chg,Calendered
3,Charge,0.0728,2.125124131082423,0.0001498,CCCV Chg,Calendered
3,Charge,0.074,2.4797843665768196,0.0001498,CCCV Chg,Calendered
3,Charge,0.075,2.8344446020712155,0.0001498,CCCV Chg,Calendered
3,Charge,0.0765,3.1862675556816566,0.0001498,CCCV Chg,Calendered
3,Charge,0.0775,3.540927791176054,0.0001498,CCCV Chg,Calendered
3,Charge,0.0784,3.89558802667045,0.0001498,CCCV Chg,Calendered
3,Charge,0.079,4.250248262164846,0.0001498,CCCV Chg,Calendered
3,Charge,0.0799,4.604908497659243,0.0001498,CCCV Chg,Calendered
3,Charge,0.0809,4.959568733153639,0.0001498,CCCV Chg,Calendered
3,Charge,0.0815,5.31139168676408,0.0001498,CCCV Chg,Calendered
3,Charge,0.0821,5.666051922258476,0.0001498,CCCV Chg,Calendered
3,Charge,0.083,6.020712157752873,0.0001498,CCCV Chg,Calendered
3,Charge,0.084,6.375372393247269,0.0001498,CCCV Chg,Calendered
3,Charge,0.0846,6.730032628741665,0.0001498,CCCV Chg,Calendered
3,Charge,0.0849,7.084692864236062,0.0001498,CCCV Chg,Calendered
3,Charge,0.0855,7.436515817846503,0.0001498,CCCV Chg,Calendered
3,Charge,0.0861,7.7911760533409,0.0001498,CCCV Chg,Calendered
3,Charge,0.0864,8.145836288835296,0.0001498,CCCV Chg,Calendered
3,Charge,0.0871,8.500496524329693,0.0001498,CCCV Chg,Calendered
3,Charge,0.0874,8.855156759824089,0.0001498,CCCV Chg,Calendered
3,Charge,0.0877,9.209816995318485,0.0001498,CCCV Chg,Calendered
3,Charge,0.0883,9.561639948928926,0.0001498,CCCV Chg,Calendered
3,Charge,0.0886,9.916300184423324,0.0001498,CCCV Chg,Calendered
3,Charge,0.0892,10.270960419917719,0.0001498,CCCV Chg,Calendered
3,Charge,0.0895,10.625620655412117,0.0001498,CCCV Chg,Calendered
3,Charge,0.0899,10.980280890906512,0.0001498,CCCV Chg,Calendered
3,Charge,0.0902,11.33494112640091,0.0001498,CCCV Chg,Calendered
3,Charge,0.0905,11.686764080011349,0.0001498,CCCV Chg,Calendered
3,Charge,0.0908,12.041424315505745,0.0001498,CCCV Chg,Calendered
3,Charge,0.0914,12.396084551000142,0.0001498,CCCV Chg,Calendered
3,Charge,0.0917,12.750744786494538,0.0001498,CCCV Chg,Calendered
3,Charge,0.092,13.105405021988936,0.0001498,CCCV Chg,Calendered
3,Charge,0.092,13.46006525748333,0.0001498,CCCV Chg,Calendered
3,Charge,0.0923,13.811888211093773,0.0001498,CCCV Chg,Calendered
3,Charge,0.0926,14.16654844658817,0.0001498,CCCV Chg,Calendered
3,Charge,0.0926,14.521208682082566,0.0001498,CCCV Chg,Calendered
3,Charge,0.093,14.875868917576963,0.0001498,CCCV Chg,Calendered
3,Charge,0.0933,15.230529153071359,0.0001498,CCCV Chg,Calendered
3,Charge,0.0933,15.585189388565755,0.0001498,CCCV Chg,Calendered
3,Charge,0.0936,15.937012342176196,0.0001498,CCCV Chg,Calendered
3,Charge,0.0939,16.291672577670592,0.0001498,CCCV Chg,Calendered
3,Charge,0.0939,16.64633281316499,0.0001498,CCCV Chg,Calendered
3,Charge,0.0939,17.000993048659385,0.0001498,CCCV Chg,Calendered
3,Charge,0.0942,17.35565328415378,0.0001498,CCCV Chg,Calendered
3,Charge,0.0945,17.710313519648178,0.00014973,CCCV Chg,Calendered
3,Charge,0.0945,18.06213647325862,0.0001498,CCCV Chg,Calendered
3,Charge,0.0945,18.416796708753015,0.0001498,CCCV Chg,Calendered
3,Charge,0.0948,18.77145694424741,0.0001498,CCCV Chg,Calendered
3,Charge,0.0948,19.126117179741808,0.0001498,CCCV Chg,Calendered
3,Charge,0.0951,19.480777415236204,0.0001498,CCCV Chg,Calendered
3,Charge,0.0951,19.83260036884665,0.0001498,CCCV Chg,Calendered
3,Charge,0.0951,20.18726060434104,0.0001498,CCCV Chg,Calendered
3,Charge,0.0954,20.541920839835438,0.0001498,CCCV Chg,Calendered
3,Charge,0.0954,20.896581075329838,0.0001498,CCCV Chg,Calendered
3,Charge,0.0954,21.251241310824234,0.00014973,CCCV Chg,Calendered
3,Charge,0.0961,21.605901546318627,0.0001498,CCCV Chg,Calendered
3,Charge,0.0957,21.95772449992907,0.0001498,CCCV Chg,Calendered
3,Charge,0.0957,22.312384735423468,0.0001498,CCCV Chg,Calendered
3,Charge,0.0961,22.667044970917864,0.0001498,CCCV Chg,Calendered
3,Charge,0.0961,23.02170520641226,0.0001498,CCCV Chg,Calendered
3,Charge,0.0964,23.376365441906657,0.0001498,CCCV Chg,Calendered
3,Charge,0.0964,23.728188395517094,0.0001498,CCCV Chg,Calendered
3,Charge,0.0961,24.08284863101149,0.00014973,CCCV Chg,Calendered
3,Charge,0.0964,24.43750886650589,0.0001498,CCCV Chg,Calendered
3,Charge,0.0961,24.792169102000283,0.0001498,CCCV Chg,Calendered
3,Charge,0.0967,25.14682933749468,0.0001498,CCCV Chg,Calendered
3,Charge,0.0964,25.498652291105124,0.0001498,CCCV Chg,Calendered
3,Charge,0.0967,25.853312526599517,0.0001498,CCCV Chg,Calendered
3,Charge,0.0967,26.207972762093917,0.0001498,CCCV Chg,Calendered
3,Charge,0.0967,26.562632997588313,0.0001498,CCCV Chg,Calendered
3,Charge,0.097,26.91729323308271,0.0001498,CCCV Chg,Calendered
3,Charge,0.097,27.271953468577102,0.0001498,CCCV Chg,Calendered
3,Charge,0.097,27.623776422187547,0.00014973,CCCV Chg,Calendered
3,Charge,0.097,27.978436657681943,0.0001498,CCCV Chg,Calendered
3,Charge,0.097,28.33309689317634,0.0001498,CCCV Chg,Calendered
3,Charge,0.0973,28.687757128670736,0.0001498,CCCV Chg,Calendered
3,Charge,0.097,29.042417364165132,0.00014973,CCCV Chg,Calendered
3,Charge,0.0973,29.39707759965953,0.00014973,CCCV Chg,Calendered
3,Charge,0.0973,29.74890055326997,0.00014973,CCCV Chg,Calendered
3,Charge,0.0973,30.10356078876437,0.0001498,CCCV Chg,Calendered
3,Charge,0.0973,30.458221024258762,0.00014973,CCCV Chg,Calendered
3,Charge,0.0973,30.81288125975316,0.00014973,CCCV Chg,Calendered
3,Charge,0.0976,31.167541495247555,0.00014973,CCCV Chg,Calendered
3,Charge,0.0976,31.519364448857992,0.0001498,CCCV Chg,Calendered
3,Charge,0.0973,31.874024684352392,0.0001498,CCCV Chg,Calendered
3,Charge,0.0976,32.22868491984679,0.0001498,CCCV Chg,Calendered
3,Charge,0.0976,32.583345155341185,0.0001498,CCCV Chg,Calendered
3,Charge,0.0976,32.93800539083558,0.0001498,CCCV Chg,Calendered
3,Charge,0.0976,33.29266562632998,0.0001498,CCCV Chg,Calendered
3,Charge,0.0976,33.64448857994042,0.00014973,CCCV Chg,Calendered
3,Charge,0.0979,33.999148815434815,0.0001498,CCCV Chg,Calendered
3,Charge,0.0979,34.353809050929215,0.0001498,CCCV Chg,Calendered
3,Charge,0.0976,34.70846928642361,0.0001498,CCCV Chg,Calendered
3,Charge,0.0979,35.06312952191801,0.00014973,CCCV Chg,Calendered
3,Charge,0.0976,35.414952475528445,0.00014973,CCCV Chg,Calendered
3,Charge,0.0979,35.76961271102284,0.0001498,CCCV Chg,Calendered
3,Charge,0.0979,36.12427294651724,0.0001498,CCCV Chg,Calendered
3,Charge,0.0979,36.47893318201163,0.0001498,CCCV Chg,Calendered
3,Charge,0.0979,36.83359341750603,0.0001498,CCCV Chg,Calendered
3,Charge,0.0979,37.18825365300042,0.0001498,CCCV Chg,Calendered
3,Charge,0.0979,37.54007660661087,0.0001498,CCCV Chg,Calendered
3,Charge,0.0982,37.89473684210527,0.0001498,CCCV Chg,Calendered
3,Charge,0.0979,38.24939707759966,0.0001498,CCCV Chg,Calendered
3,Charge,0.0982,38.60405731309406,0.00014973,CCCV Chg,Calendered
3,Charge,0.0982,38.95871754858845,0.00014973,CCCV Chg,Calendered
3,Charge,0.0982,39.3105405021989,0.0001498,CCCV Chg,Calendered
3,Charge,0.0985,39.6652007376933,0.0001498,CCCV Chg,Calendered
3,Charge,0.0982,40.01986097318769,0.0001498,CCCV Chg,Calendered
3,Charge,0.0982,40.37452120868208,0.0001498,CCCV Chg,Calendered
3,Charge,0.0982,40.729181444176476,0.00014973,CCCV Chg,Calendered
3,Charge,0.0982,41.083841679670876,0.0001498,CCCV Chg,Calendered
3,Charge,0.0985,41.43566463328132,0.0001498,CCCV Chg,Calendered
3,Charge,0.0985,41.79032486877572,0.0001498,CCCV Chg,Calendered
3,Charge,0.0985,42.14498510427012,0.0001498,CCCV Chg,Calendered
3,Charge,0.0985,42.499645339764506,0.0001498,CCCV Chg,Calendered
3,Charge,0.0985,42.854305575258905,0.0001498,CCCV Chg,Calendered
3,Charge,0.0985,43.2089658107533,0.00014973,CCCV Chg,Calendered
3,Charge,0.0985,43.56078876436374,0.0001498,CCCV Chg,Calendered
3,Charge,0.0988,43.91544899985814,0.0001498,CCCV Chg,Calendered
3,Charge,0.0985,44.270109235352535,0.0001498,CCCV Chg,Calendered
3,Charge,0.0985,44.624769470846935,0.00014973,CCCV Chg,Calendered
3,Charge,0.0988,44.97942970634133,0.0001498,CCCV Chg,Calendered
3,Charge,0.0988,45.33125265995177,0.0001498,CCCV Chg,Calendered
3,Charge,0.0988,45.685912895446165,0.0001498,CCCV Chg,Calendered
3,Charge,0.0988,46.040573130940565,0.0001498,CCCV Chg,Calendered
3,Charge,0.0988,46.39523336643496,0.0001498,CCCV Chg,Calendered
3,Charge,0.0995,46.74989360192936,0.0001498,CCCV Chg,Calendered
3,Charge,0.0988,47.10455383742375,0.0001498,CCCV Chg,Calendered
3,Charge,0.0988,47.45637679103419,0.00014973,CCCV Chg,Calendered
3,Charge,0.0988,47.81103702652859,0.00014973,CCCV Chg,Calendered
3,Charge,0.0988,48.16569726202298,0.0001498,CCCV Chg,Calendered
3,Charge,0.0995,48.52035749751738,0.0001498,CCCV Chg,Calendered
3,Charge,0.0995,48.87501773301178,0.0001498,CCCV Chg,Calendered
3,Charge,0.0995,49.22967796850618,0.00014973,CCCV Chg,Calendered
3,Charge,0.0995,49.58150092211662,0.0001498,CCCV Chg,Calendered
3,Charge,0.0995,49.93616115761101,0.0001498,CCCV Chg,Calendered
3,Charge,0.0995,50.29082139310541,0.0001498,CCCV Chg,Calendered
3,Charge,0.0995,50.6454816285998,0.0001498,CCCV Chg,Calendered
3,Charge,0.0998,51.0001418640942,0.0001498,CCCV Chg,Calendered
3,Charge,0.0998,51.35196481770464,0.0001498,CCCV Chg,Calendered
3,Charge,0.0995,51.70662505319903,0.00014973,CCCV Chg,Calendered
3,Charge,0.0995,52.06128528869343,0.00014973,CCCV Chg,Calendered
3,Charge,0.0998,52.41594552418783,0.0001498,CCCV Chg,Calendered
3,Charge,0.0995,52.77060575968223,0.0001498,CCCV Chg,Calendered
3,Charge,0.0995,53.125265995176626,0.0001498,CCCV Chg,Calendered
3,Charge,0.0995,53.47708894878707,0.0001498,CCCV Chg,Calendered
3,Charge,0.0998,53.831749184281456,0.0001498,CCCV Chg,Calendered
3,Charge,0.0998,54.186409419775856,0.00014973,CCCV Chg,Calendered
3,Charge,0.0995,54.54106965527025,0.0001498,CCCV Chg,Calendered
3,Charge,0.0998,54.89572989076465,0.00014973,CCCV Chg,Calendered
3,Charge,0.0995,55.24755284437509,0.00014973,CCCV Chg,Calendered
3,Charge,0.0998,55.602213079869486,0.00014973,CCCV Chg,Calendered
3,Charge,0.0998,55.956873315363886,0.0001498,CCCV Chg,Calendered
3,Charge,0.0998,56.31153355085828,0.00014973,CCCV Chg,Calendered
3,Charge,0.0998,56.66619378635268,0.00014973,CCCV Chg,Calendered
3,Charge,0.0998,57.01801673996312,0.00014973,CCCV Chg,Calendered
3,Charge,0.0998,57.372676975457516,0.0001498,CCCV Chg,Calendered
3,Charge,0.0998,57.727337210951916,0.0001498,CCCV Chg,Calendered
